Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"風船","ふうせん","ふう.せん","balloon (toy or decoration), balloon (hot-air or gas).","風船が空に上がっていった。","The balloon went up in the sky.","台風, 風邪, 風呂, 風景, 造船, 船便, 漁船, 扇風機"
"眠る","ねむる","ねむ","to sleep, to die.","もし眠るといけないので目覚し時計をセットしなさい。","In case you sleep, set the alarm.","睡眠, 冬眠, 居眠り"
"歌","うた","うた","song, singing.","この歌を聞くと私はいつも、学生時代を思い出す。","Whenever I hear this song, I am reminded of my school days.",""
"心地良い","ここちよい","ここ.ち.よ","comfortable, pleasant.","花は大変心地良い香りを発する。","The flowers give off a very pleasant scent.","安心, 用心, 関心, 地震, 地図, 生地, 地理, 改良, 不良, 良好, 良心, 地下鉄"
"円ら","つぶら","つぶ","round and cute (esp. of eyes), Castanopsis cuspidata (species of chinquapin).","","","楕円, 円周, 円滑"
"退散","たいさん","たい.さん","dispersal, breaking up.","彼女は大声で叫んで襲ってきた奴を退散させた。","She managed to scare off her attacker by screaming loudly.","退院, 引退, 散歩, 解散, 分散"
"見逃す","みのがす","み.のが","to miss, to overlook.","これは絶対見逃せないよ。","It's just too good to pass up.","意見, 見物, 逃走, 見舞い"
"通りすがり","とおりすがり","とお","passing by, to happen to pass by.","彼は通りすがりにお辞儀をした。","He bowed to me as he passed by.","交通, 融通, 大通り"
"庭","にわ","にわ","garden, yard.","私たちの庭には２本の桜の木があります。","Our garden has two cherry trees.",""
"悪巧み","わるだくみ","わる.だく","wiles, sinister design.","彼は絶対にその謀議に加担していなかった。反政府の悪だくみがあったのは、彼ではなくて、その兄だった。","He has had absolutely no part in the conspiracy; it was not he, but his brother, who had an axe to grind against the government.","悪魔, 悪化, 悪口, 巧妙, 精巧, 技巧, 巧者"
"盗む","ぬすむ","ぬす","to steal, to plagiarize.","何冊かの本が盗まれた。","A number of books were stolen.","強盗, 盗難, 窃盗"
"見張る","みはる","み.は","to stand watch, to stand guard.","ビキニスタイルの美少女は浜辺では目を見張らすものだった。","The pretty girl in the bikini was an eye-opener on the beach.","意見, 見物, 緊張, 見舞い, 欲張り, 引っ張る, 張り切る"
"機能","きのう","き.のう","function, facility.","こんな余計な機能なんでつけたんだろう。","What did they add this needless function for?","機会, 機械, 機関, 可能, 才能, 能力, 飛行機"
"分離","ぶんり","ぶん.り","separation, partition.","マヨネーズの油は分離することがある。","The oil in mayonnaise sometimes separates from the other ingredients.","自分, 大分, 半分, 離婚, 距離"
"転送","てんそう","てん.そう","transfer (of a call, patient, etc.), forwarding (a letter, email, etc.).","データは、メインコンピューターから自分のものに転送できるし、またその逆もできる。","Data can be transmitted from the main computer to yours, and vice versa.","運転, 放送, 輸送, 郵送, 自転車, 運転手, 見送り"
"食っ付く","くっつく","く..つ","to adhere to, to stick to.","ぬれた衣装が彼女の体にくっついていた。","Wet clothes clung to her body.","食堂, 食器, 寄付, 日付, 受付, 食べ物, 食料品, 見付ける, 片付ける"
"失敗","しっぱい","しっ.ぱい","failure, mistake.","１度や２度の失敗はだれにでもある。","Everybody fails once or twice.","失業, 失望, 失格, 勝敗, 敗戦, 腐敗, 敗北"
"実験","じっけん","じっ.けん","experiment, experimentation.","実験は成功だった。","The experiment was successful.","確実, 現実, 試験, 経験, 受験, 体験"
"信用","しんよう","しん.よう","confidence, trust.","私はもう彼を信用しない。","I do not trust him any longer.","信号, 信頼, 通信, 信仰, 用意, 利用, 用事"
"同じ","おなじ","おな","same, identical.","ジャズが使う音符は、バッハが使ったのと同じだ","Jazz uses the same notes that Bach used.","同時, 同様, 共同, 同一"
"地球","ちきゅう","ち.きゅう","Earth, the globe.","汚染が地球を傷つけている。","Pollution is damaging our earth.","地震, 地図, 生地, 地理, 電球, 野球, 地下鉄, 決め球"
"久々","ひさびさ","ひさ.びさ","(in a) long time, long time (ago).","久々に聞いたこの曲。なつかしい。","Hearing this song after so long really brings back the old times.","永久, 恒久"
"孤高","ここう","こ.こう","aloof, proudly independent.","ニューヨークはただ規模の点で長いこと孤高を保ってきた。","New York City has long been unusual because of its sheer size.","孤立, 孤独, 孤児, 孤島, 高校, 残高, 孤児院, 高校生"
"電磁波","でんじは","でん.じ.は","electromagnetic wave, electromagnetic compatibility.","一日中コンピューターに向かってるから、結構電磁波浴びてる。","I sit in front of a computer screen all day, so I get pretty heavily bombarded by electro-magnetic waves.","電気, 電車, 電話, 電報, 電灯, 磁石, 磁気, 磁場, 磁器, 電波, 津波, 波乱, 荒波, 陶磁器"
"岬","みさき","みさき","cape (on coast), small peninsula.","その船は岬を回った。","The ship sailed around the cape.",""
"港","みなと","みなと","harbour, harbor.","その船はいま港にある。","The ship is now in the harbor.",""
"予感","よかん","よ.かん","presentiment, premonition.","吹き荒れる嵐の予感に、僕らはこぞって震えあがった。","At this hint of the violent storm to come we shuddered as one.","予定, 予約, 予習, 感覚, 感謝, 感情, 感動, 天気予報"
"近所","きんじょ","きん.じょ","neighbourhood, neighborhood.","彼が近所に越してきた。","He moved into my neighborhood.","身近, 最近, 台所, 余所, 事務所"
"下り","くだり","くだ","down-train, train heading toward the ending point of its route.","ここの下りも手掛かりがないので危険だ。","The downclimb here is also dangerous as there are no handholds.","靴下, 下宿, 地下鉄"
"尻尾","しっぽ","しっぽ","tail (of an animal), tail end.","その犬はしっぽを振っていた。","The dog was wagging his tail.","川尻, 塩尻, 帳尻, 尾根, 末尾, 最後尾"
"可哀想","かわいそう","か.わい.そう","poor, pitiable.","私は何匹かのかわいそうな猫が追い出されるのを見た。","I saw some poor cats kicked out.","可能, 許可, 哀愁, 悲哀, 愛想, 思想, 想像, 理想, 可愛い"
"下手","へた","へた","unskillful, poor.","彼はイギリス生まれだが、英語がとても下手である。","He comes from England, but is very poor at English.","靴下, 下宿, 派手, 上手, 地下鉄, 運転手"
"勿体無い","もったいない","もっ.たい.な","wasteful, a waste.","とてもいい天気だから家の中にいるのがもったいない。","It's too sunny to stay inside.","勿論, 大体, 体裁, 一体, 全体, 無理, 無事, 無料, 勿の論, 勿体ない, ご無沙汰, 事勿れ主義"
"無理矢理","むりやり","む.り.や.り","forcibly, by force.","彼は無理やり残業させられた。","He was forced to work overtime.","無事, 無料, 料理, 理由, 地理, 管理, 矢印, 矢先, 矢面, ご無沙汰"
"謎","なぞ","なぞ","riddle, puzzle.","このなぞの答えを考えつきますか。","Can you guess this riddle?",""
"御目出度う","おめでとう","お.め.で.と","congratulations!, well done!.","誕生日おめでとうございます。","Many happy returns of the day!","御中, 御飯, 防御, 注目, 面目, 駄目, 目的, 出口, 提出, 出身, 今度, 度々, 支度, 丁度, 御願い, 引き出し"
"お見事","おみごと",".み.ごと","well done!, bravo.","「お見事、よくやった」と小川選手を褒め称える報道が多かった。","There were many journalists who praised Ogawa with, bravo, good show!","意見, 見物, 事故, 仕事, 見舞い, 事務所"
"信じる","しんじる","しん","to believe, to believe in.","きっと彼はあなたを信じると思いますよ。","I am sure of his trusting you.","信号, 信用, 信頼, 通信, 信仰"
"本番","ほんばん","ほん.ばん","performance (as opposed to practice), going before an audience or on-air.","咳止めシロップ。本番前に一口飲まないと落ち着かない！","Cough syrup. If I don't drink a mouthful before going on stage I can't settle down!","本当, 日本, 本棚, 根本, 一番, 番号, 交番, 番組, 順番"
"尽くす","つくす","つ","to use up, to exhaust.","トロール漁船は沿岸の魚をとりつくしました。","Fishing trawlers have fished out all the local waters.","尽力, 理不尽"
"悔い","くい","く","regret, repentance.","我が生涯に一片の悔いなし。","I regret nothing of my life.","後悔, 悔し泣き"
"豪華","ごうか","ごう.か","extravagant, lavish.","何と豪華な家々でしょう。","What splendid houses they are!","富豪, 強豪, 豪快, 豪雨, 中華, 華麗, 華々しい"
"勝ち抜く","かちぬく","か..ぬ","to win through (e.g. to the next round), to win game after game.","勝ち抜いていけるよう幸運を祈るよ。","Best of luck in your tournament.","優勝, 勝負, 海抜, 抜け出す"
"橋","はし","はし","bridge, pons.","あの橋は大変美しい。","That bridge is very beautiful.",""
"言葉","ことば","こと.ば","language, dialect.","「言葉の一面は、伝達しようとする意志である」と彼は言う。","One aspect of language is an intent to communicate, he says.","言語, 無言, 紅葉, 独り言"
"取り乱す","とりみだす","と..みだ","to be upset, to lose one's composure.","ボブは酷く取り乱していて、現実と虚構の区別がほとんど出来なかった。","Bob was so beside himself that he could scarcely tell fact from fiction.","取材, 混乱, 乱暴, 反乱, 受け取る, 取り替える, 取り上げる"
"落ち着く","おちつく","お..つ","to calm down, to compose oneself.","彼は当惑して落ち着きませんでした。","He felt lost and uncomfortable.","落第, 落下, 洒落, 墜落, 到着, 上着, 着工"
"急所","きゅうしょ","きゅう.しょ","vital part (of the body), tender spot.","急所を除くすべての攻撃を認める。","I'm allowing all attacks except on vital organs.","特急, 急行, 近所, 台所, 余所, 事務所"
"物理","ぶつり","ぶつ.り","laws of nature, physical laws.","物理は私の好きな科目だ。","Physics is my favorite subject.","建物, 動物, 物質, 荷物, 果物, 料理, 無理, 理由, 地理, 管理"
"築く","きずく","きず","to build, to construct.","彼は貿易で財産を築いた。","He made his fortune from commerce.","建築, 新築, 改築, 築き上げる"
"関係","かんけい","かん.けい","relation, relationship.","これとあれはどういう関係があるの。","How is this connected to that?","玄関, 関心, 関連, 係長"
"浴びる","あびる","あ","to dash over oneself (e.g. water), to take (e.g. shower).","屋根は日を浴びて輝いている。","The roof is shining in the sun.","浴衣, 入浴, 浴室, 海水浴"
"刺激","しげき","し.げき","stimulus, stimulation.","光が刺激となって花が咲く。","Light is the stimulus that causes a flower to open.","刺身, 急激, 感激, 激励"
"編み出す","あみだす","あ..だ","to think up, to think out.","彼は新しい方式を編み出した。","He worked out a new formula.","編集, 短編, 編物, 編成, 出口, 提出, 出身, 引き出し"
"熱湯","ねっとう","ねっ.とう","boiling water, hot bath.","ポットに熱湯をいっぱい入れてください。","Please fill the teapot with boiling water.","熱心, 加熱, 熱帯, 湯気, 銭湯"
"大人しく","おとなしく","おとな","meekly, obediently.","牛は大きくて、おとなしく見えました。","The cows looked big and docile.","大学, 大勢, 人形, 一人, 恋人, 大使館, 大好き, 外国人"
"仕様がない","しょうがない","しょう","there's no (other) way, cannot be helped.","彼の発言は他に解釈のしようがない。","His remarks allow of no other interpretation.","仕事, 仕方, 奉仕, 同様, 様々, 模様, 王様, 様子, 仕組み, 仕上げ"
"雷","かみなり","かみなり","lightning, thunder.","子供達は雷におびえた。","The thunder scared the children.",""
"美少女","びしょうじょ","び.しょう.じょ","beautiful girl.","ビキニスタイルの美少女は浜辺では目を見張らすものだった。","The pretty girl in the bikini was an eye-opener on the beach.","美人, 美容, 少年, 多少, 女性, 女房, 彼女, 美術館, 女の子, 美味しい"
"攻める","せめる","せ","to attack, to assault.","彼は私にその問題をいかに攻めるべきかについて教えてくれた。","He enlightened me on how I should attack the subject.","攻撃, 専攻, 攻勢"
"金メダル","きんメダル","きん","gold medal.","カールは金メダルを見せてくれた。","Carl showed me the gold medal.","針金, 賃金, 金槌, 金曜日"
"塩っぱい","しょっぱい","しょ","salty, calculating.","このスープは、しょっぱ過ぎて飲めないよ。","This soup is too salty to eat.","食塩, 塩分, 塩水, 塩辛い"
"悔し涙","くやしなみだ","くや..なみだ","tears of regret, bitter tears.","","","後悔, 催涙, 涙声, 感涙, 悔し泣き"
"滴る","したたる","したた","to drip, to drop.","","","水滴, 点滴, 一滴"
"飛び込み","とびこみ","と..こ","jump, plunge.","少年は水の中に飛び込んだ。","The boy jumped into the water.","飛行機, 飛行場, 飛び出す, 意気込む, 申し込む, 突っ込む, 飛び込む"
"混乱","こんらん","こん.らん","disorder, chaos.","国会は混乱のうちに散会した。","The Diet broke up in confusion.","混雑, 乱暴, 反乱"
"骨抜き","ほねぬき","ほね.ぬ","boning (fish or meat), deboning.","彼の提案は骨抜きになった。","His proposal has been watered down.","露骨, 骨折, 鉄骨, 海抜, 抜け出す"
"一気に","いっきに","いっ.き","in one go, in one gulp.","彼は一気に１０時間働いた。","He worked ten hours at a stretch.","一緒, 一番, 唯一, 元気, 気配, 湯気, 気質, 天気, 一昨日"
"お店","おみせ",".みせ","store, shop.","角を曲がった所にそのお店はありますよ。","You'll find the shop around the corner.","店員, 支店, 書店, 喫茶店"
"光る","ひかる","ひか","to shine, to glitter.","上部前方で何かが光っている。","Something is flashing up ahead.","観光, 光景, 日光"
"銀色","ぎんいろ","ぎん.いろ","silver (color, colour).","女王は華麗な銀色のドレスを着ていた。","The queen was wearing a magnificent silver dress.","銀行, 銀河, 銀座, 水銀, 特色, 景色, 黄色, 脚色"
"古代","こだい","こ.だい","ancient times, distant past.","古代インカの時代に、アメリカ大陸でもっとも大きい都市であった。","In the days of the ancient Incas, it was the largest city in America.","中古, 古典, 稽古, 時代, 交代, 現代"
"大昔","おおむかし","おお.むかし","ancient times, prehistoric times.","人間は大昔に道具の使用を覚えた。","Man learned early to use tools.","大学, 大勢, 大人, 昔話, 一昔, 大使館, 大好き"
"御金","おかね","お.かね","money, rich person.","どうやってそのお金を手に入れたんですか。","How did you come by the money?","御中, 御飯, 防御, 針金, 賃金, 金槌, 御願い, 金曜日"
"吹き出す","ふきだす","ふ..だ","to spout out, to spurt out.","管から水が吹き出した。","Water shot from the pipe.","吹雪, 息吹, 出口, 提出, 出身, 吹き込む, 引き出し"
"噴水","ふんすい","ふん.すい","water fountain, fountain effect (theory that high sales in the basement of a department store lead to increased sales in the upper levels as well).","駅の前に噴水があります。","There is a fountain in front of the station.","噴火, 噴出, 噴射, 水泳, 洪水, 水道, 水曜日, 噴き出す"
"念力","ねんりき","ねん.りき","willpower, faith.","","","残念, 記念, 観念, 概念, 強力, 努力, 能力, 記念日, 力強い"
"悩む","なやむ","なや","to be worried, to be troubled.","悩んでも何の利益にもならない。","There is no profit in worrying.","苦悩"
"頭痛","ずつう","ず.つう","headache, cause for headaches.","今日は少し頭痛がする。","I have a slight headache today.","先頭, 冒頭, 頭脳, 苦痛, 痛烈"
"直す","なおす","なお","to repair, to mend.","いまそれを直そうったって無駄だ。","It's no use trying to fix it now.","直接, 直径, 正直, 真っ直ぐ"
"係","かかり","かかり","charge, duty.","今、誰か係りの者を差し向けます。","I'll send someone up to help you now.",""
"狡い","ずるい","ずる","sly, cunning.","狐は他のどんな動物よりもずるいということだ。","It is said that the fox is more cunning than any other animal.","狡猾, 狡賢い, 狡っ辛い"
"追い抜く","おいぬく","お..ぬ","to pass (a car), to overtake.","","","追加, 追及, 海抜, 追い越す, 抜け出す"
"向き","むき","む","direction, orientation.","これは若者向きの車です。","This is a car for young people.","傾向, 日向"
"貝","かい","かい","shellfish, seashell.","私が手にしてるのは貝の化石です。","What I have in my hand is a fossil seashell.",""
"甲羅","こうら","こう.ら","shell (of a crab, tortoise, etc.), carapace.","","","甲板, 甲斐, 網羅, 羅列, 新羅, 修羅場, 生き甲斐"
"独り占め","ひとりじめ","ひと..じ","hogging, having all to oneself.","彼はこの広い部屋を独り占めしている。","He has this large room to himself.","独身, 独立, 独特, 占領, 独占, 占拠, 独り言"
"此の辺り","このあたり","こ..あた","this area, around here.","私はこのあたりで少し買い物をしたい。","I want to do some shopping around here.","此許, 此岸, 浜辺, 周辺, 此から先, 今日此頃, 今日此の頃"
"頭に来る","あたまにくる","あたま..く","to get angry, to get mad.","これは頭にくる。","This is making me really angry.","先頭, 頭痛, 冒頭, 頭脳, 来月, 来週, 来年, 出来事"
"首を突っ込む","くびをつっこむ","くび..つ..こ","to poke one's nose into another's affairs, to have a hand in.","彼女は何にでも首を突っ込みたがる。","She is curious about anything.","首相, 首都, 手首, 首脳, 衝突, 突破, 意気込む, 申し込む, 飛び込む, 突き当たる"
"大人","おとな","おとな","adult, grown-up.","大人だけこの映画が見える。","Only adults can see this film.","大学, 大勢, 人形, 一人, 恋人, 大使館, 大好き, 外国人"
"黒い","くろい","くろ","black, dark.","丈の長い黒いコートを着た、あの長身の男だった。","It was the tall man in the long, black coat.","黒板, 黒字, 真っ黒"
"偶数","ぐうすう","ぐう.すう","even number, even parity.","２、４、６などは偶数です。","Two, four, six, etc. are even numbers.","偶然, 偶像, 偶発, 数学, 数字, 配偶者"
"備え","そなえ","そな","preparation, provision.","このお金は、もしものときの備えです。","This money is for a rainy day.","準備, 設備, 整備"
"探検","たんけん","たん.けん","exploration, expedition.","この探検には、お金がかかる。","This expedition will be expensive.","探究, 検査, 検討, 検事, 点検, 探し物"
"住処","すみか","すみ.か","dwelling, house.","残飯の屑は害虫の住処になる。","Garbage harbors vermin.","住所, 住宅, 住民, 処理, 処分, 処置, 対処, 処罰"
"餌","えさ","えさ","(animal) feed, fodder.","犬に毎日えさをあげてください。","Please feed the dog every day.",""
"掘り進む","ほりすすむ","ほ..すす","to burrow through, to dig through.","","","発掘, 採掘, 掘削, 進学, 進歩, 前進, 根掘り葉掘り"
"物凄い","ものすごい","もの.すご","terrific, staggering.","彼女はものすごい食欲がある。","She has a gigantic appetite.","建物, 動物, 物質, 荷物, 果物, 凄腕, 凄惨"
"地中","ちちゅう","ち.ちゅう","in the ground, in the earth.","海賊は宝を地中に埋めた。","The pirates buried their treasure in the ground.","地震, 地図, 生地, 地理, 背中, 年中, 途中, 地下鉄, 中学校, 真ん中"
"分け与える","わけあたえる","わ..あた","to distribute, to hand out.","私はめいめいの子供にキャンディーを３つずつ分け与えた。","I dealt out three candies to each child.","自分, 大分, 半分, 給与, 与党, 贈与, 授与"
"卵","たまご","たまご","eggs, egg.","卵を一ダースづつつめなさい。","Pack eggs in dozens.",""
"満点","まんてん","まん.てん","perfect score, full marks.","彼は数学で満点を取った。","He got full marks in mathematics.","不満, 満足, 満員, 欠点, 交差点"
"見掛ける","みかける","み.か","to (happen to) see, to notice.","私は安室奈美恵を見かけた。","I caught sight of Namie Amuro.","意見, 見物, 見舞い, 心掛け, 手掛かり, 大掛かり"
"妖精","ようせい","よう.せい","fairy, sprite.","彼女の足取りは妖精のように軽やかだった。","Her footsteps were as light as a fairy's.","妖怪, 妖艶, 妖術, 精神, 精々, 精密, 精通, 無精"
"滅多に","めったに","めっ.た","rarely, seldom.","今、私はめったに映画を見に行きません。","Now I seldom go to the movies.","絶滅, 滅亡, 多少, 歌留多, 滅茶苦茶"
"叩き付ける","たたきつける","たた..つ","to throw violently against, to slam against.","彼は茶碗を床にたたきつけた。","He dashed the cup on the floor.","寄付, 日付, 受付, 肩叩き, 見付ける, 片付ける"
"玉","たま","たま","ball, sphere.","彼の額には玉のような汗が浮かんでいた。","There were beads of sweat on his forehead.",""
"突進","とっしん","とっ.しん","rush, dash.","彼らは母親めがけて突進した。","They rushed towards their mother.","衝突, 突破, 進学, 進歩, 前進, 突っ込む, 突き当たる"
"追い付く","おいつく","お..つ","to catch up (with), to draw level.","トムに追いつくために走らなければならなかった。","I had to run to catch up with Tom.","追加, 追及, 寄付, 日付, 受付, 追い越す, 見付ける, 片付ける"
"出口","でぐち","で.ぐち","exit, way out.","B2出口から地上に出てください。","Go up to ground level at exit B2.","提出, 出身, 人口, 悪口, 利口, 引き出し"
"星","ほし","ほし","star (usu. excluding the Sun), planet (usu. excluding Earth).","昨夜、屋上から星を観察した。","Last night, we watched the stars from the rooftop.",""
"往復","おうふく","おう.ふく","making a round trip, going and returning.","往復ですか、片道ですか。","Round trip or one-way?","往生, 往来, 往年, 復習, 復活, 回復, 復讐, 立ち往生"
"黙る","だまる","だま","to be silent, to say nothing.","もうこれ以上、黙ってられないわ。","I can no longer remain silent.","沈黙, 暗黙, 寡黙"
"眠気覚まし","ねむけざまし","ねむ.け.ざ","keeping oneself awake, fighting off drowsiness.","私は眠気覚ましに紅茶を飲んだ。","I had a cup of tea to keep myself awake.","睡眠, 冬眠, 元気, 気配, 湯気, 気質, 天気, 覚悟, 感覚, 居眠り, 目覚まし"
"急に","きゅうに","きゅう","swiftly, rapidly.","気苦労で彼は急にふけた。","Care aged him quickly.","特急, 急行"
"抜ける","ぬける","ぬ","to come out, to fall out.","歯が１本抜けた。","One of my teeth came out.","海抜, 抜け出す"
"意外","いがい","い.がい","unexpected, surprising.","意外な結果が発表された。","Unexpected results were announced.","意味, 意見, 注意, 用意, 外国, 外科"
"逸れる","それる","そ","to turn away, to bear off.","本題からそれないようにしましょう。","Let's not deviate from the subject.","逸脱, 逸話"
"数","かず","かず","number, amount.","算数は数を取り扱う。","Arithmetic deals with numbers.",""
"人気","にんき","にん.き","popularity, public favor.","人気がでて彼女はうぬぼれた。","The popularity turned her head.","人形, 一人, 恋人, 元気, 気配, 湯気, 気質, 天気, 外国人"
"愛くるしい","あいくるしい","あい","lovely, cute.","彼女の愛くるしい笑顔を見るとほっとする。","Seeing her lovely face relaxes me.","愛情, 可愛い, 可愛らしい"
"仕草","しぐさ","し.ぐさ","gesture, movement.","そのしぐさで観客は笑い出した。","The gesture fetched a laugh from the audience.","仕事, 仕方, 奉仕, 草履, 草花, 草原, 仕組み, 仕上げ"
"姿","すがた","すがた","figure, form.","自分の姿を鏡にうつして見なさい。","Look at yourself in the mirror.",""
"蝶々","ちょうちょう","ちょう.ちょう","butterfly, Madama Butterfly (opera by Puccini).","あなたは美しい蝶々です。","You are a beautiful butterfly.","胡蝶蘭, 黄蛺蝶, 大和小灰蝶"
"怪しい","あやしい","あや","suspicious, dubious.","みんな奴は怪しいと思っている。","We are all suspicious about him.","怪我, 怪奇, 怪獣"
"茸","きのこ","きのこ","mushroom, mushrooming.","木の下にいくつかの野生のキノコを見つけた。","I found some wild mushrooms under the log.",""
"根っ子","ねっこ","ね..こ","root (of a plant), stump (of a tree).","","","屋根, 根拠, 根本, 羽根, 帽子, 子供, 双子, 椅子, 王子"
"掘る","ほる","ほ","to dig, to excavate.","彼らは穴をあけて石油を掘り当てようとした。","They intended to drill for oil.","発掘, 採掘, 掘削, 根掘り葉掘り"
"蕾","つぼみ","つぼみ","(flower) bud, promising young person.","バラのつぼみは摘めるうちに摘め。","Gather ye rosebuds while ye may.",""
"摂る","とる","と","to have (e.g. lunch), to take (e.g. vitamins).","軽い昼食をとりました。","I had a light lunch.","摂取, 摂氏, 摂理, 包摂"
"養分","ようぶん","よう.ぶん","nutrient, nourishment.","","","栄養, 教養, 休養, 養成, 自分, 大分, 半分"
"怒り出す","おこりだす","おこ..だ","to fly into a rage, to lose one's temper.","そうやってしつこく彼女を困らせると、彼女も怒り出すぞ。","If you persist in bothering her like that, she'll lose her temper.","怒涛, 出口, 提出, 出身, 怒鳴る, 引き出し"
"踏み付ける","ふみつける","ふ..つ","to trample down, to tread on.","芝生を踏みつけるな。","Don't trample on the grass.","踏切, 舞踏, 寄付, 日付, 受付, 足踏み, 踏ん張る, 見付ける, 片付ける"
"生息","せいそく","せい.そく","inhabiting, living.","シーラカンスは深海に生息する。","The coelacanth inhabits the deep sea.","学生, 休息, 息子, 利息, 誕生日, 一生懸命"
"山道","やまみち","やま.みち","mountain road, mountain trail.","この山道を登ると美しい湖に出る。","This mountain path ascends to the beautiful lake.","登山, 火山, 鉱山, 柔道, 水道, 片道, 道具, 山登り"
"内側","うちがわ","うち.がわ","inside, interior.","ドアは内側から鍵がかかっていた。","The door was locked from within.","以内, 家内, 案内, 両側, 側面, 縁側"
"金儲け","かねもうけ","かね.もう","moneymaking, earning money.","金儲けをするためには、彼はどんなことでもする。","He will do anything to make money.","針金, 賃金, 金槌, 金曜日"
"突き止める","つきとめる","つ..と","to determine (esp. a culprit or underlying cause), to pin down.","ホームページに住所を書いたら、その気になれば誰でもあなたの居所を突き止められる。","If you write your address on a web-page, anybody can find out where you live if the whim takes them.","衝突, 突破, 禁止, 突っ込む, 突き当たる, 立ち止まる"
"盗み聞き","ぬすみぎき","ぬす..ぎ","eavesdropping, tapping.","","","強盗, 盗難, 窃盗, 新聞, 新聞社, 聞き取り"
"紐","ひも","ひも","string, cord.","何かを記録するために、彼らはラマかアルパカの毛糸でできた、結び目のついたひもを使った。","To record something, they used knotted cords made of the wool of the llama or alpaca.",""
"転ぶ","ころぶ","ころ","to fall down, to fall over.","転んで手首を痛めました。","I fell down and hurt my wrist.","運転, 自転車, 運転手"
"躓く","つまずく","つまず","to trip (over), to stumble.","私は石につまずいて、足首をひねってしまった。","I tripped on a stone, twisting my ankle.",""
"散らばる","ちらばる","ち","to be scattered about, to disperse.","その銀行の支店は日本全国に散らばっている。","The branch offices of the bank are located all over Japan.","散歩, 解散, 分散"
"鍛える","きたえる","きた","to forge, to temper.","彼は鋼を鍛えて刀を作った。","He forged the steel into a sword.","鍛錬, 鍛冶, 鍛え上げる"
"御馴染み","おなじみ","お.な.じ","familiar, well-known.","その物語はおなじみである。","The tale is familiar to us.","御中, 御飯, 防御, 馴化, 汚染, 伝染, 御願い, 馴染む, お馴染み, 馴れ馴れしい"
"毎度","まいど","まい.ど","each time, always.","毎度ごひいきにありがとうございます。","Thank you for your patronage.","毎週, 毎日, 毎朝, 毎晩, 今度, 度々, 支度, 丁度"
"挑発","ちょうはつ","ちょう.はつ","provocation, stirring up.","このような障害が完全に取り除かれるまで、極めてささいな、ちょう発でさえ争いが起こる可能性がいつもある。","Until such difficulties are ironed out completely, there is always a chance of fighting breaking out at the slightest provocation.","挑戦, 発音, 発見, 出発, 発作, 爆発, 初挑戦"
"連続","れんぞく","れん.ぞく","continuation, succession.","賢人いわく、人生は失望の連続である。","Some wise man has said life consists of one disappointment after another.","連絡, 関連, 相続, 継続"
"飛び掛る","とびかかる","と..かか","to spring at, to leap upon.","どう猛な犬が女の子に飛びかかった。","A fierce dog attacked the girl.","飛行機, 飛行場, 心掛け, 飛び出す, 手掛かり, 大掛かり"
"悪","あく","あく","evil, wickedness.","いかなる善意の考えもそれ自体はあくでありうる。","Any virtuous idea can be vicious in itself.",""
"機嫌","きげん","き.げん","humour, humor.","彼は他人の機嫌を損ねないように気をつけている。","He is chary of offending people.","機会, 機械, 機関, 機能, 飛行機"
"身軽","みがる","み.がる","agile, nimble.","捕らえることのできないもの、身軽で素早いもののたとえ、だそうです。","It's apparently a metaphor for something uncatchable, light of body and fleet of foot.","自身, 出身, 中身, 身長, 軽快, 手軽, 軽率, 気軽"
"滴","しずく","しずく","drop (e.g. of water), drip.","濡れたタオルから滴が垂れている。","Water is dripping from the wet towel.",""
"皮膚","ひふ","ひ.ふ","skin, dermatology.","日光は皮膚に作用する。","The sunbeam acts upon the skin.","毛皮, 皮肉, 地膚"
"乾く","かわく","かわ","to get dry, hay.","そのぬれたシャツはすぐに乾くだろう。","The wet shirt will soon dry up.","乾燥, 乾杯, 乾電池"
"ボロ負け","ボロまけ",".ま","(suffering a) decisive defeat, rout.","昨日、ジャイアンツぼろ負け！！","The Giants got clobbered yesterday.","負担, 勝負, 背負う"
"短パン","たんパン","たん","shorts, short pants.","うちの体操服って普通の短パンだったのに今日から急にスパッツになっちゃったのね。","Our P.E. kit was just shorts but now it's spats from today.","短期, 短所, 短編, 長短"
"瀕死","ひんし","ひん.し","(on the) verge of death, moribund state.","３人の看護婦が四六時中瀕死の大臣の看護に当たった。","Three nurses attended the dying minister night and day.","死亡, 必死, 死体, 死刑, 危殆に瀕する"
"欠片","かけら","かけ.ら","fragment, broken piece.","彼らはパンのかけらを置くことによって道に迷わなかった。","Putting pieces of bread prevented them from getting lost.","欠陥, 欠乏, 欠席, 破片, 片道, 不可欠, 片寄る, 片付く, 片付ける"
"称える","たたえる","たた","to praise, to extol.","人々はみな彼の英雄的行為をたたえた。","Everybody praised his heroism.","名称, 対称, 通称, 正式名称"
"奪う","うばう","うば","to take (by force), to take away.","その男が私の財布を奪った。","The man robbed me of my purse.","略奪, 争奪, 奪取, 奪三振"
"立ち開かる","たちはだかる","た..はだ","to stand in the way (esp. with legs spread out), to block the way.","","","独立, 立派, 立場, 開始, 開放, 目立つ"
