Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"野","の","の","plain, field.","この野バラは甘い香りを放つ。","This wild rose gives off a sweet scent.",""
"役","やく","やく","role, assignment.","彼が重要な役を果たした。","He played an important part.",""
"役割","やくわり","やく.わり","part, assigning (allotment of) parts.","彼は自分の役割を十二分に生かしていますよ。","He's living his role to the hilt.","主役, 役者, 割合, 割引, 役に立つ"
"油","あぶら","あぶら","oil, negligence.","私の服は油で汚れていた。","My clothes were dirty with oil.",""
"輸入","ゆにゅう","ゆ.にゅう","import, importation.","１９９８年日本の輸出が輸入を７７８億ドル上回った。","Japan's exports exceeded imports by $77.8 billion in 1998.","輸出, 輸送, 輸血, 運輸, 入院, 入口, 入学"
"唯一","ゆいいつ","ゆい.いつ","only, sole.","初めの一歩が唯一の難関。","The first step is the hardest.","一緒, 一番, 唯物論, 一昨日"
"優秀","ゆうしゅう","ゆう.しゅう","superior, excellent.","彼女は作文が優秀だ。","She is excellent in composition.","女優, 俳優, 秀才, 秀作, 秀逸"
"優勝","ゆうしょう","ゆう.しょう","overall victory, championship.","トムが優勝したんでしょう。","Tom got first prize, didn't he?","女優, 俳優, 優秀, 勝負"
"勇気","ゆうき","ゆう.き","courage, bravery.","我々は彼女の勇気に感心する。","We admire her for her bravery.","勇敢, 勇者, 勇退, 元気, 気配, 湯気, 気質, 天気"
"友","とも","とも","friend, companion.","まさかの時の友こそ真の友。","A friend in need is a friend indeed.",""
"友人","ゆうじん","ゆう.じん","friend, friend's house.","私の友人の１人が私に会いにきました。","A friend of mine came to see me.","友達, 友情, 親友, 人形, 一人, 恋人, 外国人"
"有効","ゆうこう","ゆう.こう","valid, effective.","その切符は一週間有効です。","The ticket is valid for a week.","有名, 有無, 有様, 効果, 効力, 有難い, 効き目"
"予算","よさん","よ.さん","estimate (of costs), budget.","委員会は予算を承認した。","The committee approved the budget.","予定, 予約, 予習, 計算, 算盤, 引き算, 掛け算, 天気予報"
"予報","よほう","よ.ほう","forecast, prediction.","今夜の予報は雨である。","Rain is forecast for this evening.","予定, 予約, 予習, 電報, 情報, 報告"
"予防","よぼう","よ.ぼう","prevention, protection (against).","治療よりも予防。","Prevention is better than cure.","予定, 予約, 予習, 消防, 防止, 消防署, 天気予報"
"余裕","よゆう","よ.ゆう","surplus, margin.","車を持つ余裕はないな。","I cannot afford to keep a car.","余分, 余計, 余所, 裕福, 富裕, 富裕層"
"容易","ようい","よう.い","easy, simple.","ココの知能指数を調べるのは容易ではない。","Testing Koko's IQ is not easy.","内容, 容器, 美容, 貿易, 安易"
"様子","ようす","よう.す","state (of affairs), situation.","彼はどうしたら良いのかわからない様子だった。","He looked uncertain what to do.","同様, 様々, 模様, 王様, 帽子, 子供, 双子, 椅子, 王子"
"要求","ようきゅう","よう.きゅう","demand, firm request.","私は彼に損害賠償を要求した。","I claimed damages against him.","必要, 主要, 重要, 請求, 求人, 欲求"
"要素","ようそ","よう.そ","component, factor.","教育は重大な要素である。","Education is a critical element.","必要, 主要, 重要, 要求, 酸素, 素敵, 素人, 素晴らしい"
"来","らい","らい","next (year, spring, etc.), coming.","来年末までで、ここで働き始めてどれくらいの期間になりますか。","How long will you have been working here by the end of next year?",""
"利益","りえき","り.えき","profit, gains.","一郎は利益よりも友情を大切にする。","Ichiro puts friendship above profit.","便利, 利用, 権利, 不利, 益々, 有益, 損益"
"理解","りかい","り.かい","understanding, comprehension.","わたしはあなたの言うことが理解できる。","I can understand what you are saying.","料理, 無理, 理由, 地理, 管理, 解決, 解釈"
"理想","りそう","り.そう","ideal, ideals.","サミーはジョンにとって理想の歌手だった。","To John, Sammy was an ideal singer.","料理, 無理, 理由, 地理, 管理, 愛想, 思想, 想像, 可哀想"
"離れる","はなれる","はな","to be separated, to be apart.","ケイトは、これを最後に永久にここを離れていった。","Kate left this place for good.","離婚, 距離, 分離"
"離婚","りこん","り.こん","divorce, official divorce registration papers.","私は離婚に同意するつもりだ。","I will consent to the divorce.","距離, 分離, 結婚, 婚約, 未婚, 新婚"
"陸","りく","りく","land, shore.","強風が陸の方へ吹き始めた。","A strong wind began to set in.",""
"立場","たちば","たち.ば","position, situation.","お答えできる立場にありません。","I'm not in a position to answer.","独立, 立派, 場所, 会場, 工場, 目立つ, 駐車場, 飛行場"
"流す","ながす","なが","to drain, to pour.","あんな恐ろしい男のために流す涙はない。","I cannot shed a tear for that horrible man.","流行, 流石, 一流"
"流れ","ながれ","なが","flow (of a fluid or gas), stream.","流れは池に注いでいる。","The stream falls into the pond.","流行, 流石, 一流"
"留学","りゅうがく","りゅう.がく","studying abroad, (temporarily) studying at another school (to learn a specific skill).","私は自分の力で留学するつもりだ。","I will study abroad on my own.","留守, 書留, 学生, 学校, 大学, 小学校"
"旅","たび","たび","travel, trip.","以前は、人々は歩いて旅をしたものだった。","People used to travel on foot.",""
"料金","りょうきん","りょう.きん","fee, charge.","料金は会計係へ払って下さい。","Pay your dues to the treasurer.","料理, 給料, 材料, 食料, 針金, 賃金, 金槌, 食料品, 金曜日"
"輪","わ","わ","ring, circle.","我々は家族の輪の中で育った。","We grew up within our family circle.",""
"涙","なみだ","なみだ","tear, tears.","２粒の涙が彼女のほおを流れ落ちた。","Two tears fell down her cheeks.",""
"冷静","れいせい","れい.せい","calmness, composure.","君はもっと冷静に行動すべきだ。","You should act more calmly.","冷房, 静止, 安静, 冷蔵庫"
"礼","れい","れい","thanks, gratitude.","彼女の親切な助言に対して彼は礼を述べた。","He thanked her for her kind help.",""
"列","れつ","れつ","row, line.","この数字の列を合計しなさい。","Add up this column of figures.",""
"列車","れっしゃ","れっ.しゃ","train, railway train.","この列車は東京行きです。","This train is bound for Tokyo.","行列, 列島, 配列, 歯車, 電車, 自転車, 自動車"
"恋","こい","こい","(romantic) love, lover.","それは片思いの恋だった。","It was a one-sided love affair.",""
"恋人","こいびと","こい.びと","lover, sweetheart.","私は恋人を「ダーリン」と呼びます。","I call my sweetheart darling.","失恋, 恋愛, 人形, 一人, 外国人"
"連続","れんぞく","れん.ぞく","continuation, succession.","賢人いわく、人生は失望の連続である。","Some wise man has said life consists of one disappointment after another.","連絡, 関連, 相続, 継続"
"老人","ろうじん","ろう.じん","old person, senior citizen.","あの老人は食べ物に難しい。","That old man is a fussy eater.","老後, 人形, 一人, 恋人, 外国人"
"論文","ろんぶん","ろん.ぶん","thesis, essay.","彼はその問題について論文を書いた。","He wrote a paper on the subject.","議論, 結論, 論争, 文章, 注文, 文字, 作文"
"話題","わだい","わ.だい","topic, subject.","その話題は話し合う価値がある。","The topic is worth discussing.","電話, 会話, 問題, 宿題, 題名, 話し合う"
"湾","わん","わん","bay, gulf.","川は山から下って湾に注いでいる。","The river descends from the mountains to the bay below.",""
"一家","いっか","いっ.か","a family, a household.","ジョンソン一家はパーティーをするのが大好きだ。","The Johnsons love to have parties.","一緒, 一番, 唯一, 家族, 家賃, 家庭, 一昨日"
"一言","ひとこと","ひと.こと","single word, a few words.","一言で言えば、彼は馬鹿だと思います。","In a word, I think he's a fool.","一緒, 一番, 唯一, 言語, 言葉, 無言, 一昨日, 独り言"
"一時","いちじ","いち.じ","one o'clock, once.","誰かから電話があったら一時に戻るといって下さい。","If anyone should phone, say I will be back at one o'clock.","一緒, 一番, 唯一, 時間, 時々, 何時, 時計, 時代, 一昨日"
"一生","いっしょう","いっ.しょう","whole life, a lifetime.","あなたは、一生勉強しなければならない。","You must study your whole life.","一緒, 一番, 唯一, 学生, 一昨日, 誕生日"
"化粧","けしょう","け.しょう","make-up, makeup.","こってり化粧した顔は異様である。","A face with too much make up looks strange.","文化, 化学, 変化, 盛粧"
"管","かん","かん","pipe, tube.","管から水が吹き出した。","Water shot from the pipe.",""
"姉妹","しまい","し.まい","sisters, sister city.","彼の姉妹は二人とも美人です。","Both his sisters are beautiful.","弟妹, 義妹"
"傷","きず","きず","wound, injury.","海水が傷にしみて痛いよ。","The seawater stings my cut.",""
"少女","しょうじょ","しょう.じょ","girl (usu. between 7 and 17), young lady.","あのかわいい少女は私の妹です。","That pretty girl is my sister.","少年, 多少, 女性, 女房, 彼女, 女の子"
"乗客","じょうきゃく","じょう.きゃく","passenger, list of passengers.","乗客はどちらの側にも４人すわっていた。","The passengers sat four aside.","乗車, 旅客, 客観, 観客, 乗り物, 乗り換える"
"数","かず","かず","number, amount.","算数は数を取り扱う。","Arithmetic deals with numbers.",""
"全国","ぜんこく","ぜん.こく","the whole country, nationwide.","その報道は全国に行き渡った。","The news report spread all over the country.","全部, 安全, 完全, 外国, 国家, 天国"
"他人","たにん","た.にん","another person, other people.","彼女はもっと他人の言うことを聞くべきだ。","She should listen more to other people.","他方, 他殺, 人形, 一人, 恋人, 外国人"
"谷","たに","たに","valley, ravine.","谷は彼の呼び声でこだました。","The valley echoed with his call.",""
"端","はし","はし","end (e.g. of street), tip.","こっちの端を持っててくれる？","Will you please hold this edge?",""
"敵","てき","てき","opponent, rival.","ある男を判断するには、その人の友人によるのと同様に敵によって判断するのがいいだろう。","You shall judge of a man by his foes as well as by his friends.",""
"夫婦","ふうふ","ふう.ふ","married couple, husband and wife.","ご夫婦でお越しください。","Please come over with your wife.","夫人, 夫妻, 主婦, 婦人, 大丈夫, 看護婦, 産婦人科"
"平均","へいきん","へい.きん","average, mean.","今年の冬は気温が平均以上だ。","The temperature is above average this winter.","平和, 平等, 均衡, 均等, 均一, 均整, 平仮名"
"方々","かたがた","かた.がた","people, (all) persons.","貴社の社員の方々にお会いでき、とてもうれしく思いました。","It was a great pleasure for me to meet many associates of your company.","仕方, 一方, 夕方, 両方"
"流行","りゅうこう","りゅう.こう","fashion, trend.","あの種の服が今流行だ。","That kind of dress is now in fashion.","流石, 一流, 銀行, 行儀"
"例","れい","れい","example, instance.","彼は例を示して自分の理論を説明した。","He illustrated his theory with examples.",""
"位置","いち","い.ち","place, position.","彼の事務所は町の中心部に位置している。","His office is located in the center of the town.","単位, 地位, 順位, 装置, 物置, 設置"
"丘","おか","おか","hill, height.","その丘は見晴らしがよい。","The hill commands a fine view.",""
"思い出","おもいで","おも..で","memories, recollections.","貴重な思い出料としては安いものですよ。","That'll make for a memorable time.","思想, 出口, 提出, 出身, 不思議, 引き出し"
"香り","かおり","かお","aroma, fragrance.","そのバラはよい香りを発散した。","The roses gave off a nice smell.","香水, 香辛料"
"影","かげ","かげ","shadow, silhouette.","その少女は自分の影におびえていた。","The girl was afraid of her own shadow.",""
"格好","かっこう","かっ.こう","shape, form.","あの少年は格好がいい。","The young man is a handsome figure.","価格, 合格, 性格, 格別, 友好, 大好き, 好き好き"
"寄付","きふ","き.ふ","contribution, donation.","彼女は赤十字に寄付した。","She contributed to the Red Cross.","日付, 受付, 年寄り, 片寄る, 見付ける, 片付ける"
"共同","きょうどう","きょう.どう","cooperation, collaboration.","私たちはその店を共同で経営している。","We run the store jointly.","共通, 公共, 同時, 同様, 同一, 共働き"
"協力","きょうりょく","きょう.りょく","cooperation, collaboration.","ご協力に感謝します。","I appreciate your cooperation.","協同, 協議, 妥協, 農協, 強力, 努力, 能力, 力強い"
"桜","さくら","さくら","cherry tree, cherry blossom.","満開をチョイ過ぎた感はありましたが、それでも、美しい桜を満喫してきました。","They seem a little past their peak, but even so we enjoyed the beautiful cherry blossoms.",""
"砂漠","さばく","さ.ばく","desert, desertification.","サハラは広大な砂漠です。","The Sahara is a vast desert.","砂糖, 砂利, 漠然"
"様々","さまざま","さま.ざま","various, varied.","庭には様々な花が咲き乱れていた。","The garden was a riot of color.","同様, 模様, 王様, 様子"
"刺激","しげき","し.げき","stimulus, stimulation.","光が刺激となって花が咲く。","Light is the stimulus that causes a flower to open.","刺身, 急激, 感激, 激励"
"支払い","しはらい","し.はら","payment, to pay.","彼は借金の支払いを要求した。","He demanded payment of the debt.","支店, 支配, 支払う, 差し支え, 酔っ払い, 払い込む"
"銀","ぎん","ぎん","silver (Ag), silver (color).","金より銀の指輪の方が好きです。","I prefer silver rings to gold ones.",""
"事態","じたい","じ.たい","situation, (present) state of affairs.","事態はかなり切迫している。","The matter is really pressing.","事故, 仕事, 見事, 状態, 態度, 重態, 実態, 事務所"
"戦い","たたかい","たたか","battle, war.","戦いは人間の獣性をよびおこす。","War arouses the animal in man.","戦争, 大戦"
"年寄り","としより","とし.よ","old person, elderly person.","目が見えない看護婦は年寄りの世話をすることに一身を捧げた。","The blind nurse devoted herself to caring for the elderly.","来年, 今年, 去年, 寄付, 一昨年, 片寄る"
"中々","なかなか","なか.なか","very, considerably.","あいつは、なかなかいい奴だぜ！","He is a good joker.","背中, 年中, 途中, 中学校, 真ん中"
"年齢","ねんれい","ねん.れい","age, years.","おじいさんの年齢は僕の年齢の５倍だ。","My grandfather is five times as old as I am.","来年, 今年, 去年, 高齢, 一昨年, 適齢期"
"残す","のこす","のこ","to leave (behind), to leave (undone).","私は一つの袋は運んできたが、もう一つのほうは後へ残してきた。","I carried one bag, but the other one was left behind.","残念, 名残, 残高"
"必死","ひっし","ひっ.し","frantic, frenetic.","その奴隷は必死に逃げた。","The slave ran for his life.","必要, 必修, 死亡, 死体, 死刑, 必需品"
"昼食","ちゅうしょく","ちゅう.しょく","lunch, midday meal.","今日は昼食をとる時間がない。","I don't have enough time to eat lunch today.","昼間, 食堂, 食器, 昼休み, 昼ご飯, 食べ物, 食料品"
"保証","ほしょう","ほ.しょう","guarantee, security.","彼女の誠実さは私が保証します。","You have my word on her sincerity.","保存, 保健, 確保, 証明, 証拠, 証券"
"郵便","ゆうびん","ゆう.びん","mail service, postal service.","強盗が郵便列車をめちゃくちゃにした。","Robbers wrecked the mail train.","郵送, 郵政, 便利, 不便, 郵政省"
"有利","ゆうり","ゆう.り","advantageous, favourable.","その証拠は彼に有利であった。","The evidence was in his favor.","有名, 有無, 有効, 有様, 便利, 利用, 権利, 不利, 利益, 有難い"
"喜び","よろこび","よろこ","joy, delight.","我々はお互いに喜びをわかちあった。","We partook in each other's joy.","喜劇, 歓喜"
"労働","ろうどう","ろう.どう","labor, labour.","むかしのような激しい日雇い労働はできやしない。","I can't do the hard day's work I used to.","苦労, 疲労, 過労, 共働き"
"我々","われわれ","われ.われ","we.","しかし我々は彼なしで続行した。","But we carried on without him.","我慢, 怪我, 自我, 我が儘"
"演奏","えんそう","えん.そう","musical performance, concert.","演奏は終わりかけていた。","The performance was almost over.","演技, 演説, 講演, 演劇, 奏者, 伴奏, 協奏曲"
"勝ち","かち","か","win, victory.","試合は彼の勝ちに終わった。","The match ended in victory for him.","優勝, 勝負"
"何でも","なんでも","なん","any, anything.","この犬は何でもほとんど食べます。","This dog eats almost anything.","何時, 如何にも"
"始まり","はじまり","はじ","origin, beginning.","始まりがうまければ半ばうまくいったもおなじ。","Well begun is half done.","開始, 原始, 始終"
"実に","じつに","じつ","indeed, really.","この山の生活は実に快適です。","It's very pleasant here in the mountains.","確実, 実験, 現実"
"愛情","あいじょう","あい.じょう","love, affection.","とりわけ子供たちは愛情を必要とする。","Above all, children need love.","感情, 事情, 情報, 可愛い, 情け深い, 可愛らしい"
"悪魔","あくま","あく.ま","devil, demon.","悪魔は岩の間に隠れている。","Devils are hiding among the rocks.","悪化, 悪口, 邪魔, 魔法, 魔術, 魔力"
"偉大","いだい","い.だい","great, grand.","リンカーンは偉大な政治家であった。","Lincoln was a great statesman.","偉人, 偉業, 大学, 大勢, 大人, 大使館, 大好き"
"運","うん","うん","fortune, luck.","遅かれ早かれ、彼の運は尽きるだろう。","Sooner or later, his luck will run out.",""
"永遠","えいえん","えい.えん","eternity, perpetuity.","その画家は、いわば永遠の少年だ。","The artist is eternally a boy.","永久, 永住, 永続, 永代, 遠慮, 待ち遠しい"
"穏やか","おだやか","おだ","calm, quiet.","海は穏やかに、そしてなめらかに見える。","The sea looks calm and smooth.","穏和, 平穏, 穏健, 不穏"
"嫁","よめ","よめ","bride, (one's) daughter-in-law.","どんな男にもそれ相当の嫁のきてがあるもの。","Every Jack must have his Jill.",""
"回","かい","かい","counter for occurrences, a time.","新種の稲によっては年に２、３回収穫できる物もある。","Some new kinds of rice can be harvested two or three times a year.",""
"外出","がいしゅつ","がい.しゅつ","going out, outing.","ヒーターをつけたまま外出した。","I went out with the heater on.","外国, 外科, 出口, 提出, 出身, 引き出し"
"学問","がくもん","がく.もん","study, scholarship.","少しばかりの学問は危険なもの。","A little learning is a dangerous thing.","学生, 学校, 大学, 質問, 問題, 疑問, 小学校, 問い合わせ"
"感じる","かんじる","かん","to feel, to sense.","私はときどき悲しく感じる。","I feel sad every now and then.","感覚, 感謝, 感情, 感動"
"感心","かんしん","かん.しん","admiration, being impressed.","我々は彼女の勇気に感心する。","We admire her for her bravery.","感覚, 感謝, 感情, 感動, 安心, 用心, 心地, 関心"
"奇妙","きみょう","き.みょう","strange, odd.","これはとても奇妙な手紙です。","This is a very strange letter.","奇跡, 奇数, 怪奇, 微妙, 巧妙, 絶妙, 好奇心"
"帰宅","きたく","き.たく","returning home, going home.","何が彼を帰宅する気にさせたのか。","What tempted him to come home?","帰京, 住宅, 邸宅, 日帰り"
"気候","きこう","き.こう","climate, climate change.","その国は気候が温和だ。","That country has a mild climate.","元気, 気配, 湯気, 気質, 天気, 候補, 天候, 立候補"
"技師","ぎし","ぎ.し","engineer, technician.","トムは電気技師です。","Tom is an electrical engineer.","技術, 演技, 競技, 医師, 教師, 講師, 看護師"
"逆","ぎゃく","ぎゃく","reverse, opposite.","夫の方が殴ったと彼女は言っているが、実はその逆だった。","She said that her husband hit her, but in fact it was the other way around.",""
"吸収","きゅうしゅう","きゅう.しゅう","absorption, suction.","この布は水をよく吸収する。","This cloth absorbs water well.","呼吸, 収穫, 収入, 吸血鬼, 吸い殻"
"救助","きゅうじょ","きゅう.じょ","relief, aid.","彼はおぼれている少年を救助した。","He rescued a boy from drowning.","救援, 救済, 援助, 助手"
"局","きょく","きょく","bureau, department.","この地区では三局受信できます。","We can get three stations in this area.",""
"近代","きんだい","きん.だい","present day, modern times.","トムには近代絵画の鑑賞能力がある。","Tom appreciates modern art.","近所, 身近, 最近, 時代, 交代, 現代"
"金庫","きんこ","きん.こ","safe, strongbox.","貴重品は金庫にしまっておきなさい。","Put your valuables in the safe.","針金, 賃金, 金槌, 倉庫, 車庫, 文庫, 金曜日, 冷蔵庫"
"区別","くべつ","く.べつ","distinction, differentiation.","私は彼女と妹を区別できなかった。","I couldn't tell her from her sister.","地区, 区域, 区分, 特別, 別荘, 区切る"
"繰り返す","くりかえす","く..かえ","to repeat, to do over again.","「いいえ」とイギリス人は繰り返しました。","No, repeated the Englishman.","繰入, 返事, 返還, 裏返す, 資金繰り, 繰り広げる"
"欠席","けっせき","けっ.せき","absence, non-attendance.","欠席された友人たちのために、乾杯しましょう。","Let's drink to absent friends.","欠陥, 欠乏, 座席, 出席, 客席, 不可欠"
"月曜","げつよう","げつ.よう","Monday.","国会は来週月曜に開かれる。","The Diet will open next Monday.","今月, 月給, 先月, 三日月, 火曜日, 金曜日, 水曜日, 土曜日, 生年月日"
"憲法","けんぽう","けん.ぽう","constitution, rules.","アメリカには憲法上の抑制と均衡という入念な制度がある。","America has an elaborate system of constitutional checks and balances.","憲章, 立憲, 違憲, 改憲, 法律, 文法, 方法"
"語る","かたる","かた","to talk about, to speak of.","行動は言葉よりも声高く語る。","Actions speak louder than words.","英語, 物語, 言語"
"公平","こうへい","こう.へい","fairness, impartiality.","","","公園, 公式, 平和, 平等, 平均, 公務員, 平仮名"
"資本","しほん","し.ほん","funds, capital.","彼らには次の工場を建設するだけの資本がある。","They have enough capital to build a second factory.","資源, 資料, 資格, 資金, 本当, 日本, 本棚, 根本"
"時刻","じこく","じ.こく","time, (the) hour.","そろそろ寝る時刻だ。","It's almost time to go to bed.","時間, 時々, 何時, 時計, 時代, 深刻, 遅刻, 彫刻"
"自慢","じまん","じ.まん","pride, boast.","われわれは体力を自慢した。","We took pride in our strength.","自然, 我慢, 慢性, 傲慢, 怠慢, 自転車, 自惚れ, 自動車"
"守る","まもる","まも","to protect, to guard.","あなたは、自分の家族を守らなければならない。","You have to protect your family.","守備, 留守, 保守, 留守番"
"手間","てま","て.ま","time, labour.","食べるのにどうしてそんなに手間がかかるのか。","Why do you take so long to eat?","派手, 上手, 下手, 昼間, 時間, 人間, 世間, 運転手"
"需要","じゅよう","じゅ.よう","demand, request.","価格は需要を反映する。","The price reflects the demand.","軍需, 内需, 需給, 必要, 主要, 重要, 要求, 必需品"
"渋滞","じゅうたい","じゅう.たい","(traffic) congestion, traffic jam.","渋滞で遅れました。","I was delayed by a traffic jam.","苦渋, 渋谷, 滞在, 停滞, 滞納, 延滞"
"小屋","こや","こ.や","hut, cabin.","遠くに小屋が見えた。","I saw a cottage in the distance.","小鳥, 小説, 部屋, 屋上, 屋外, 床屋, 小学校, 八百屋"
"城","しろ","しろ","castle, castle (in place names).","その城は１６１０年に建てられた。","The castle dates back to 1610.",""
"食卓","しょくたく","しょく.たく","dining table, table salt.","彼女は食卓に料理を並べた。","She spread dishes on the table.","食堂, 食器, 電卓, 卓球, 円卓, 食べ物, 食料品"
"信仰","しんこう","しん.こう","(religious) faith, belief.","キリスト教を信仰していますか。","Do you believe in Christianity?","信号, 信用, 信頼, 通信, 仰天, 仰向け"
"盛り","さかり","さか","height (e.g. of summer), peak (e.g. of cherry blossom season).","桜の花は４月が盛りだ。","The cherry blossoms are at their best in April.","盛大, 繁盛"
"石炭","せきたん","せき.たん","coal, phenol.","石炭を石油の代わりに使いました。","They substituted coal for oil.","石油, 石鹸, 磁石, 流石, 炭鉱, 炭酸, 炭素"
"相続","そうぞく","そう.ぞく","succession, inheritance.","ジョンは莫大な財産を相続した。","John inherited a large fortune.","相手, 首相, 相撲, 連続, 継続, 相応しい, 相変わらず"
"大部分","だいぶぶん","だい.ぶ.ぶん","most part, greater part.","石炭は大部分が炭素から成っている。","Coal consists mostly of carbon.","大学, 大勢, 大人, 全部, 部屋, 部長, 自分, 大分, 半分, 大使館, 大好き"
"断る","ことわる","ことわ","to refuse, to reject.","彼女は彼のアドバイスを断りそうだ。なぜなら彼女は彼が好きではないからだ。","She is likely to refuse to follow his advice, because she does not like him.","判断, 横断, 診断, 断定"
"釣り","つり","つ","fishing, angling.","あなたは釣りに行きたがっている。","You are dying to go fishing.",""
"泥","どろ","どろ","mud, (wet) dirt.","川は泥で濁っていた。","The river was cloudy with silt.",""
"哲学","てつがく","てつ.がく","philosophy, philosophical.","その学生は哲学を専攻している。","The student majors in philosophy.","哲人, 変哲, 学生, 学校, 大学, 小学校"
"当てる","あてる","あ","to hit, to expose.","かろうじて車に当てられずにすんだ。","I narrowly escaped being hit by a car.","本当, 適当, お弁当"
"同一","どういつ","どう.いつ","identical, same.","これは私が先日なくしたのと同一の鉛筆である。","This is the same pencil that I lost the other day.","同時, 同様, 共同, 一緒, 一番, 唯一, 一昨日"
"毒","どく","どく","poison, toxicant.","この魚は毒がない。","This fish is free from poison.",""
"納得","なっとく","なっ.とく","consent, agreement.","「そっか」ウィリーはようやく納得した。","Well, OK, Willie finally agreed.","納入, 滞納, 得意, 心得る"
"破産","はさん","は.さん","bankruptcy, insolvency.","かけごとのために彼は破産した。","Gambling brought about his ruin.","突破, 破片, 産業, 生産, 土産, お土産"
"背","せ","せ","back, reverse.","首や背に太陽が暑く照りつけた。","The sun beat down on our necks and backs.",""
"革","かわ","かわ","leather, tanned animal hide.","くつは革でつくられている。","The shoes are made of leather.",""
"筆","ふで","ふで","writing brush, paintbrush.","仕上げの筆を少し加える。","I add a few finishing touches.",""
"服装","ふくそう","ふく.そう","attire, dress.","あなたは服装の趣味がいい。","You have good taste in clothes.","軍服, 洋服, 衣服, 装置, 衣装, 包装, 武装"
"物理","ぶつり","ぶつ.り","laws of nature, physical laws.","物理は私の好きな科目だ。","Physics is my favorite subject.","建物, 動物, 物質, 荷物, 果物, 料理, 無理, 理由, 地理, 管理"
"望み","のぞみ","のぞ","wish, desire.","あなたの望みが実現するといいですね。","I hope your wish will come true.","希望, 失望, 望遠鏡"
"味方","みかた","み.かた","friend, ally.","私は民主主義の味方だ。","I am on the side of democracy.","意味, 興味, 仕方, 一方, 夕方, 両方, 美味しい"
"無事","ぶじ","ぶ.じ","safety, security.","彼の無事を知らされて、部長は安堵のため息をついた。","Informed of his safety, the manager breathed a sigh of relief.","無理, 無料, 事故, 仕事, 見事, 事務所, ご無沙汰"
"黙る","だまる","だま","to be silent, to say nothing.","もうこれ以上、黙ってられないわ。","I can no longer remain silent.","沈黙, 暗黙, 寡黙"
"輸出","ゆしゅつ","ゆ.しゅつ","export, exportation.","オーストラリアは多くの羊毛を輸出している。","Australia exports a lot of wool.","輸入, 輸送, 輸血, 運輸, 出口, 提出, 出身, 引き出し"
"友情","ゆうじょう","ゆう.じょう","friendship, fellowship.","彼には友情というもののよさが理解できない。","He cannot appreciate friendship.","友人, 友達, 親友, 感情, 事情, 情報, 情け深い"
"誘う","さそう","さそ","to invite, to ask (someone to do).","ウラウラとした日差しに誘われて、眠りに落ちた。","The soft, gentle sunlight beckoned me to sleep.","誘導, 誘惑, 誘拐"
"翼","つばさ","つばさ","wing, Chinese 'Wings' constellation (one of the 28 mansions).","それは翼の全長が約４インチある。","It has a wingspan of about four inches.",""
"裸","はだか","はだか","nakedness, nudity.","その少年は上半身裸であった。","The boy was naked to the waist.",""
"灯","ひ","ひ","light, lamp.","窓に灯がともっていた。","There was a light burning in the window.",""
"係","かかり","かかり","charge, duty.","今、誰か係りの者を差し向けます。","I'll send someone up to help you now.",""
"幸せ","しあわせ","しあわ","happiness, good fortune.","金持ちが幸せとは限らない。","The rich are not always happy.","不幸, 幸福, 幸運"
"集まり","あつまり","あつ","gathering, meeting.","ごく内輪の集まりなのです。","It's quite an informal meeting.","集団, 集中, 集会"
"続き","つづき","つづ","continuation, rest (of the story, work, etc.).","日照り続きでその池は干上がった。","The pond dried up in hot weather.","連続, 相続, 継続"
"愛する","あいする","あい","to love.","ロメオはジュリエットが愛している男だ。","Romeo is the man Juliet loves.","愛情, 可愛い, 可愛らしい"
"握手","あくしゅ","あく.しゅ","handshake, reconciliation.","彼は友人と握手した。","He shook hands with his friend.","握力, 派手, 上手, 下手, 一握り, 運転手, 握り締める"
"鋭い","するどい","するど","sharp (knife, claws, etc.), pointed.","そのナイフは刃が鋭い。","The knife has a very sharp edge.","新鋭, 精鋭, 気鋭, 最新鋭"
"炎","ほのお","ほのお","flame, blaze.","硫黄は青い炎を上げて燃える。","Sulfur burns with a blue flame.",""
"横断","おうだん","おう.だん","crossing (a road, river, etc.), cutting through (e.g. of a river through a town).","道路を横断する時は気を付けなさい。","Take care when you cross the street.","横綱, 横顔, 判断, 診断, 断定, 横切る"
"勘定","かんじょう","かん.じょう","calculation, computation.","勘定は合計５００ドルになる。","The bill amounts to 500 dollars.","勘案, 勘弁, 予定, 安定, 定規, 勘違い"
"苦痛","くつう","く.つう","pain, agony.","苦痛で彼の顔が歪んでいる。","His face is distorted by pain.","苦労, 頭痛, 痛烈, 見苦しい"
"交際","こうさい","こう.さい","company, friendship.","その男は妻と交際し始めた。","The man took up with his wife.","交番, 国際, 手際, 実際, 交差点"
"幸福","こうふく","こう.ふく","happiness, well-being.","金持ちが必ずしも幸福とは限らない。","The rich are not always happy.","不幸, 幸運, 福祉, 祝福, 裕福, 至福"
"高価","こうか","こう.か","highly priced, expensive.","そんな高価な本は買えないよ。","I can't buy a book this expensive.","高校, 残高, 価格, 価値, 評価, 物価, 高校生"
"婚約","こんやく","こん.やく","engagement, betrothal.","とうとう私の姉は婚約した。","Finally, my sister got engaged.","結婚, 離婚, 未婚, 新婚, 約束, 予約, 契約, 節約"
"失望","しつぼう","しつ.ぼう","disappointment, despair.","私はその結果に失望した。","I was disappointed at the results.","失業, 失敗, 失格, 希望, 望遠鏡"
