Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"間違える","まちがえる","ま.ちが","to make a mistake (in), to commit an error.","彼は答えを三つ間違えた。","He gave three wrong answers.","昼間, 時間, 人間, 世間, 違反, 相違"
"拝見","はいけん","はい.けん","seeing, looking at.","パスポートを拝見できますか。","May I see your passport, please?","崇拝, 拝啓, 礼拝, 意見, 見物, 見舞い"
"お嬢さん","おじょうさん",".じょう","(another's) daughter, young lady.","お嬢さんは試験に合格なさったそうですね。","Your daughter passed the examination, I hear.","令嬢, お嬢様"
"差し上げる","さしあげる","さ..あ","to lift up, to hold up.","彼はトロフィーを高々と差し上げた。","He held the trophy up high.","上手, 上着, 交差点, 日差し, 申し上げる"
"歯医者","はいしゃ","は.い.しゃ","dentist.","今日歯医者へ行きました。","Today I went to the dentist's.","歯科, 虫歯, 歯車, 医学, 医師, 医療, 患者, 悪者"
"謝る","あやまる","あやま","to apologize, to apologise.","私は彼女に謝らなければならない。","I must make an apology to her.","感謝, 月謝, 謝罪, 謝礼"
"味噌","みそ","み.そ","miso, innards (from crabs, shrimps, etc.) resembling miso.","この電子辞書は携帯しやすいところが味噌です。","The good thing about this electronic dictionary is that it's easy to carry.","意味, 興味, 美味しい"
"珍しい","めずらしい","めずら","rare, uncommon.","これは珍しい種類の魚です。","This is a strange kind of fish.","珍味, 珍重, 珍品"
"忘れ物","わすれもの","わす..もの","lost article, thing left behind.","今日忘れ物をした。","I left behind something today.","忘却, 建物, 動物, 物質, 荷物, 果物, 忘年会, 忘れ去る"
"寂しい","さびしい","さび","lonely, lonesome.","それで、彼女はとてもさびしく思っています。","And she misses them very much.","静寂, 寂然"
"過ぎる","すぎる","す","to pass through, to pass by.","今日もまた寂しい一日が過ぎる。","Another lonely day.","過去, 通過"
"変える","かえる","か","to change, to alter.","なんで彼は考えを変えたのか。","What made him change his mind?","大変, 一変"
"参る","まいる","まい","to go, to come.","２、３分したらそちらにまいります。","I'll be with you in a few minutes.","参加, 参考, 持参"
"積もり","つもり","つ","intention, plan.","私は来年留学するつもりです。","I intend to study abroad next year.","面積, 積極的, 見積り"
"釣る","つる","つ","to fish, to angle.","私は昨日大きな魚を釣った。","I caught a big fish yesterday.","釣り合う, 釣り合い"
"悲しい","かなしい","かな","sad, miserable.","そんな悲しい目で見ないで。","Don't give me such a sad look.","悲劇, 悲惨, 悲観"
"捕まえる","つかまえる","つか","to catch, to capture.","警察が容疑者を捕まえた。","The policeman got the suspect.","逮捕, 捕虜"
"触る","さわる","さわ","to touch, to feel.","触らぬ神に祟りなし。","Let sleeping dogs lie.","接触, 感触, 抵触"
"予習","よしゅう","よ.しゅう","preparation for a lesson.","トムは明日の授業の予習をしているらしい。","Tom seems to be preparing for tomorrow's lessons.","予定, 予約, 練習, 習慣, 復習, 天気予報"
"喧嘩","けんか","けん.か","quarrel, brawl.","ケンとけんかしたのか。","Did you have a fight with Ken?","喧騒, 喧伝"
"折る","おる","お","to break, to fracture.","最後のわら一本がらくだの背骨を折る。","The last straw breaks the camel's back.","骨折, 時折, 折角"
"復習","ふくしゅう","ふく.しゅう","review (of learned material), revision.","その課の復習をしましたか。","Have you gone over the lesson?","復活, 回復, 往復, 復讐, 練習, 習慣, 予習"
"片付ける","かたづける","かた.づ","to put in order, to tidy up.","おもちゃを片づけなさい。","Put away your toys.","破片, 片道, 寄付, 日付, 受付, 片寄る, 片付く, 見付ける"
"見付ける","みつける","み.つ","to find, to discover.","探していた珍本を見つけた。","I found a rare book I had been looking for.","意見, 見物, 寄付, 日付, 受付, 見舞い, 片付ける"
"移る","うつる","うつ","to move (house), to transfer (department).","枝葉末節の議論はもうそろそろ止めにして、本筋の話に移りませんか。","Why don't we stop arguing over these piddling matters and get to the issues at hand?","移動, 移転, 移民"
"済む","すむ","す","to finish, to end.","１０時ちょっと前に仕事が済んだ。","We got through the work just before ten.","経済, 救済, 返済"
"直す","なおす","なお","to repair, to mend.","いまそれを直そうったって無駄だ。","It's no use trying to fix it now.","直接, 直径, 正直, 真っ直ぐ"
"拾う","ひろう","ひろ","to pick up, to gather.","床からペンを拾って下さい。","Please pick up the pen from the floor.","収拾, 拾得, 拾い物, 拾い上げる"
"眠る","ねむる","ねむ","to sleep, to die.","もし眠るといけないので目覚し時計をセットしなさい。","In case you sleep, set the alarm.","睡眠, 冬眠, 居眠り"
"褒める","ほめる","ほ","to praise, to commend.","ヘレンはみんなにほめられて顔を赤くした。","Helen blushed at their praise.","褒美, 褒賞, ご褒美, 紫綬褒章"
"足す","たす","た","to add (numbers), to add (something).","６０にするためには１７に何を足せばよいの。","What do you have to add to 17 to get 60?","不足, 満足, 裸足"
"足りる","たりる","た","to be sufficient, to be enough.","これだけの量の食料で一週間のキャンプに足りるでしょうか。","Will this much food do for a week's camping?","不足, 満足, 裸足"
"濡れる","ぬれる","ぬ","to get wet.","ぬれた衣装が彼女の体にくっついていた。","Wet clothes clung to her body.","濡衣"
"鳴る","なる","な","to sound, to ring.","電話は繰り返し鳴っていた。","The telephone rang repeatedly.","悲鳴, 共鳴"
"調べる","しらべる","しら","to examine, to look up.","ココの知能指数を調べるのは容易ではない。","Testing Koko's IQ is not easy.","順調, 調査, 調子"
"筈","はず","はず","should (be), bound (to be).","その飛行機は今ごろは関西空港に当然着いているはずだ。","The plane should have arrived at Kansai Airport by now.",""
"慣れる","なれる","な","to get used to, to grow accustomed to.","学生の時は勉強することになれていた。","I was used to studying when I was a student.","習慣, 慣習"
"億","おく","おく","hundred million, 100,000,000.","１０億人の人たちが英語を話しています。","One billion people speak English.",""
"投げる","なげる","な","to throw, to hurl.","その子は犬に石を投げた。","That child threw a stone at the dog.","投票, 投書, 投資, 投げ出す"
"戻る","もどる","もど","to turn back (e.g. half-way), to return.","やってしまったことは元に戻らない。","What is done cannot be undone.","後戻り, 払い戻す, 取り戻す"
"寄る","よる","よ","to approach, to draw near.","ちょっと寄って行きませんか。","Won't you come in for a moment?","寄付, 年寄り"
"召し上がる","めしあがる","め..あ","to eat, to drink.","ここで召し上がりますか、それともお持ち帰りですか。","Is this to eat here, or to go?","召集, 召喚, 応召, 上手, 上着, 申し上げる"
"植える","うえる","う","to plant, to grow.","私は庭にバラを植えた。","I planted roses in the garden.","植物, 植木, 植民地, 田植え"
"浅い","あさい","あさ","shallow, superficial.","この川はあそこで浅くなっている。","This river becomes shallow at that point.","浅瀬, 浅見, 遠浅"
"太る","ふとる","ふと","to put on weight, to gain weight.","あまり太ったのでカラーの前が合わなかった。","He got so stout that his collar did not meet.","太陽, 太鼓, 太平洋"
"瓦斯","ガス","ガ.ス","gas (as a fuel), gas (state of matter).","もうガスは消した？","Have you turned off the gas yet?","煉瓦, 瓦礫, 瓦解, 斯様, 斯文, 赤煉瓦, 波斯菊, 越幾斯"
"硝子","ガラス","ガラ.ス","glass, pane.","テーブルの上にガラスのコップがある。","There is a glass on the table.","硝酸, 硝煙, 帽子, 子供, 双子, 椅子, 王子, 硝煙反応"
"祈る","いのる","いの","to pray, to say a prayer.","早くよくなられるように祈っています。","I hope you'll get well soon.","祈願, 祈念, 祈祷"
"硬い","かたい","かた","hard, solid.","卵は硬くゆでてください。","Boil the eggs hard.","硬貨, 硬化, 強硬"
"捨てる","すてる","す","to throw away, to cast away.","私はあなたの皮肉な言葉は聞き捨てにはできません。","I resent your cynical remarks.","四捨五入, 使い捨て"
"手伝う","てつだう","て.つだ","to help, to assist.","いつでもお手伝いします。","I am always ready to help you.","派手, 上手, 下手, 伝統, 宣伝, 運転手"
"込む","こむ","こ","to be crowded, to be packed.","今晩は列車がとても込んでいる。","The train is very crowded this evening.",""
"回る","まわる","まわ","to turn, to rotate.","踊り手はつま先立ってぐるぐると回った。","The dancer spun on his toes.","回復, 今回"
"葡萄","ぶどう","ぶ.どう","grape, grapevine.","このワインは葡萄から作られています。","This wine is made from grapes.","羅萄日辞典"
"遅れる","おくれる","おく","to be late, to be delayed.","アンディはけっしてデートにおくれたことはない。","Andy is never late for a date.","遅刻, 手遅れ"
"お宅","おたく",".たく","your house, your home.","お宅の暖房はどのようにしていますか。","How do you heat the house?","住宅, 帰宅, 邸宅"
"お土産","おみやげ",".みやげ","local specialty or souvenir bought as a gift while traveling (travelling), present brought by a visitor.","これは北海道からのお土産です。","This is a souvenir from Hokkaido.","土地, 土曜, 産業, 生産, 土曜日"
"屹度","きっと","きっ.と","surely, undoubtedly.","でもよー、オラのおとうさんは良い気しねーよ、きっと。","But I don't think Dad would like me to.","屹立, 屹然, 今度, 度々, 支度, 丁度"
"斯う","こう","こ","in this way, like this.","違いはこうだ。つまり、彼のほうが君よりよく働くのだ。","The difference is this: he works harder than you.","斯様, 斯文, 波斯菊, 越幾斯"
"此の間","このあいだ","こ..あいだ","the other day, lately.","この間の台風で、時速２００キロの風が吹きました。","In the last typhoon, the wind blew at over 200 kilometers per hour!","此許, 此岸, 昼間, 時間, 人間, 世間, 此から先, 今日此頃, 今日此の頃"
"此の頃","このごろ","こ..ごろ","these days, nowadays.","このごろ少しも見ないです。","I have seen nothing of him lately.","此許, 此岸, 近頃, 日頃, 此から先, 今日此頃"
"此れから","これから","こ","from now on, after this.","これからは決してうそをつきません。","I will never tell a lie from now on.","此許, 此岸, 此から先, 今日此頃, 今日此の頃"
"先","さき","さき","point, tip.","鉛筆の先が丸くなった。","The point of the pencil has become dull.",""
"其れで","それで","そ","so, therefore.","雨がひどく降ってきた、それで私たちは屋内で遊んだ。","It was raining hard, so we played indoors.","其程, 其儘, 其方, 其れ程"
"其れに","それに","そ","besides, in addition.","それに、みんなに仲間もできるしね。","And, we get each other's company to boot.","其程, 其儘, 其方, 其れ程"
"些とも","ちっとも","ちっ","(not) at all, (not) a bit.","最近エリザベスにちっともあってない。","I have not seen anything of Elizabeth lately.","些細, 些事"
"若し","もし","も","if, in case.","彼を批判する人は、もしあってもごくわずかさ。","Few, if any, will criticize him.","若干, 若者, 若々しい"
"漸と","やっと","やっ","at last, finally.","やっと期末試験が終わった。","At last, the end-of-term exams are over.","漸進, 漸次, 漸減"
"亜米利加","アメリカ","ア.メ.リ.カ","(United States of) America, United States.","アメリカでは英語を話します。","They speak English in America.","東亜, 亜鉛, 白亜, 亜種, 南米, 欧米, 日米, 新米, 便利, 利用, 権利, 不利, 利益, 参加, 増加, 加減, 亜熱帯"
"為さる","なさる","な","to do.","ステーキの焼き方はどうなさいますか。","How would you like your steak?","行為, 為替"
"育てる","そだてる","そだ","to raise, to rear.","叔父が今日の私を育ててくれた。","My uncle has made me what I am.","教育, 体育, 育児"
"遠く","とおく","とお","far away, distant place.","遠くに富士山が見えた。","Mt. Fuji could be seen in the distance.","遠慮, 永遠, 待ち遠しい"
"可笑しい","おかしい","おか","funny, amusing.","君のジョークは何度聞いてもおかしい。","Your joke is funny no matter how many times I hear it.","可能, 許可, 微笑, 笑顔, 可愛い, 可哀想, 微笑む"
"家","いえ","いえ","house, residence.","木立の間に家が見える。","I see a house among the trees.",""
"苛める","いじめる","いじ","to ill-treat, to bully.","私は彼をいじめたことを後悔した。","I felt bad about picking on him.","苛々, 苛立つ, 苛め自殺"
"会議室","かいぎしつ","かい.ぎ.しつ","conference room, council room.","会議室は現在使用中です。","The meeting room is in use now.","会社, 会場, 議員, 議会, 議長, 教室, 温室, 出会う, 研究室, 待合室"
"開く","あく","あ","to open (e.g. doors), to open (e.g. business, etc.).","ぐいと押すとドアは開いた。","The door yielded to a strong push.","開始, 開放"
"割れる","われる","わ","to break, to be smashed.","プラスチックは割れにくい。","Plastic does not break easily.","割合, 役割, 割引"
"噛む","かむ","か","to bite, to chew.","爪を噛むのはよしなさい。","Don't bite your nails.","甘噛み, 噛み付く, 噛み合う"
"乾く","かわく","かわ","to get dry, hay.","そのぬれたシャツはすぐに乾くだろう。","The wet shirt will soon dry up.","乾燥, 乾杯, 乾電池"
"泣く","なく","な","to cry, to shed tears.","ビルは何時間も泣き続けた。","Bill kept on crying for hours.","泣き声, 泣き顔, 悔し泣き"
"驚く","おどろく","おどろ","to be surprised, to be taken aback.","知事は委員会の反応に驚いた。","The governor was surprised by the commission's response.","驚異"
"仰有る","おっしゃる","おっしゃ","to say, to speak.","ここではどんどん意見をおっしゃってかまいません。","You can speak out freely here.","信仰, 仰天, 有名, 有無, 有効, 有様, 仰向け, 有難い"
"君","きみ","きみ","you, buddy.","宿題を忘れるなんて君は不注意だった。","It was careless of you to forget your homework.",""
"君","きみ","きみ","you, buddy.","宿題を忘れるなんて君は不注意だった。","It was careless of you to forget your homework.",""
"建てる","たてる","た","to build, to construct.","この寺院は７８０年に建てられた。","This temple dates back to 780.","建設, 建物, 建築, 二階建て"
"呉れる","くれる","く","to give, to let (one) have.","友達がはがきをくれるように私に頼んだ。","A friend of mine asked me to send her a postcard.","呉服, 阿乙呉, 呉越同舟, 呉れ呉れも"
"御主人","ごしゅじん","ご.しゅ.じん","your husband, her husband.","あなたのご主人は食事にうるさいのかな？","Is your husband a picky eater?","御中, 御飯, 防御, 家主, 主義, 地主, 人形, 一人, 恋人, 御願い, ご主人, 外国人"
"お釣り","おつり",".つ","change (for a purchase), toilet splashback.","１ドルでおつりがありますか。","Have you got change for a dollar?","釣り合う, 釣り合い"
"御礼","おれい","お.れい","thanks, gratitude.","息子に成り代わってお礼を申し上げます。","I thank you on behalf of my son.","御中, 御飯, 防御, 礼儀, 無礼, 儀礼, 御願い"
"暫く","しばらく","しばら","for a moment, for a minute.","あなたは働きすぎです。しばらく座って楽にしなさい。","You are working too hard. Sit down and take it easy for a while.","暫定"
"市","し","し","city, market.","ワシントン市の友人宅に泊まります。","I'm staying at my friend's house in Washington City.",""
"止む","やむ","や","to cease, to stop.","雨がやみさえすればいいのになあ。","If only it would stop raining!","禁止, 立ち止まる"
"止める","とめる","と","to stop, to turn off.","その新聞は政府にインフレを止めるように求めた。","The newspaper called for the government to stop inflation.","禁止, 立ち止まる"
"止める","とめる","と","to stop, to turn off.","その新聞は政府にインフレを止めるように求めた。","The newspaper called for the government to stop inflation.","禁止, 立ち止まる"
"字","じ","じ","character (esp. kanji), letter.","君は字がうまいね。","You write very neatly, don't you?",""
"取り替える","とりかえる","と..か","to exchange, to swap.","これを青いのと取り替えてください。","Please change this for a blue one.","取材, 為替, 交替, 両替, 着替え, 受け取る, 取り上げる"
"床屋","とこや","とこ.や","barbershop, barber shop.","おや、床屋へ行ってきたのだね。","Oh, you've been to the barbershop.","起床, 部屋, 屋上, 屋外, 床の間, 八百屋"
"焼く","やく","や","to burn, to roast.","このお肉をもうすこし焼いてくださいませんか。","Could you cook this meat a little more?","燃焼, 日焼け, 夕焼け"
"焼ける","やける","や","to burn, to burn down.","このトーストはよく焼けていません。","This toast is not done enough.","燃焼, 日焼け, 夕焼け"
"寝坊","ねぼう","ね.ぼう","sleeping in late, oversleeping.","彼はときどき寝坊する。","He sometimes sleeps in.","寝台, 昼寝, 坊主, 寝巻き, 赤ん坊"
"心","こころ","こころ","mind, heart.","あなたの親切な言葉は大事に心に刻みつけておきます。","I'll treasure your kind words.",""
"凄い","すごい","すご","terrible, dreadful.","そんなすごい目で睨み付けないでください。","Don't look so fiercely at me.","凄腕, 凄惨"
"成る可く","なるべく","な..べ","as (much) as possible, as (much) as one can.","なるべく安いほうがいいです。","I would like the least expensive one.","完成, 構成, 賛成, 成功, 成人, 可能, 許可, 可愛い, 可哀想"
"石","いし","いし","stone, rock.","その子供は小さな石を拾い上げた。","The child picked up a small stone.",""
"折れる","おれる","お","to break, to be broken.","医者は彼の折れた足をついだ。","The doctor set his broken leg.","骨折, 時折, 折角"
"続く","つづく","つづ","to continue, to last.","どれくらいこの寒い天気は続きますか。","How long will this cold weather go on?","連続, 相続, 継続"
"続ける","つづける","つづ","to continue, to keep up.","ケンはその歌を歌い続けた。","Ken kept on singing that song.","連続, 相続, 継続"
"大学生","だいがくせい","だい.がく.せい","university student, college student.","私の兄は大学生です。","My brother is a college student.","大勢, 大人, 学校, 大使館, 大好き, 小学校, 誕生日, 一生懸命"
"知らせる","しらせる","し","to notify, to advise.","彼女はそれをどのようにして知らせたのですか。","How did she tell them?","知恵, 知事, ご存知"
"天気予報","てんきよほう","てん.き.よ.ほう","weather forecast, weather report.","天気予報が当たったよ。","The weather forecast was right.","天候, 天然, 天皇, 元気, 気配, 湯気, 気質, 予定, 予約, 予習, 電報, 情報, 報告"
"伝える","つたえる","つた","to convey, to report.","奥様によろしくお伝えください。","Please say hello to your wife.","伝統, 宣伝, 手伝う"
"到頭","とうとう","とう.とう","finally, at last.","とうとう、良い考えが浮かんだ。","At last a good idea struck me.","到着, 到達, 到底, 到来, 殺到, 先頭, 頭痛, 冒頭, 頭脳"
"動く","うごく","うご","to move, to stir.","私は家の中で何かが動くのを感じた。","I felt something move in the house.","動物, 自動車"
"届ける","とどける","とど","to deliver, to forward.","家に届けていただけますか。","Can you deliver it to my house?",""
"彼","かれ","かれ","he, him.","彼のスイングは実に見事だ。","He has a perfect swing.",""
"非常に","ひじょうに","ひ.じょう","very, extremely.","その頃、私は非常に貧乏だった。","I was very poor in those days.","是非, 非難, 非行, 異常, 常識, 日常"
"付く","つく","つ","to be attached, to be connected with.","ボイラは湯あかがびっしりついた。","The boiler was heavily scaled.","寄付, 日付, 受付, 見付ける, 片付ける"
"米","こめ","こめ","(husked grains of) rice, staple (product, etc.).","わが国の主な農産物は米である。","The chief crop of our country is rice.",""
"別","べつ","べつ","distinction, difference.","また別のときにチェスをしましょう。","Let's play chess another time.",""
"亡くなる","なくなる","な","to die, to pass away.","ディックは１０歳のときなくなりました。","Dick died at ten years of age.","死亡, 滅亡, 亡命"
"殆ど","ほとんど","ほとん","almost, nearly.","夕食の準備はほとんどできています。","The dinner is almost ready.","危殆"
"無くなる","なくなる","な","to be lost (e.g. luggage), to be missing.","それで疑いをさしはさむ余地はなくなる。","That leaves no room for doubt.","無理, 無事, 無料, ご無沙汰"
"踊る","おどる","おど","to dance (orig. a hopping dance), to be manipulated.","なぜ彼と踊らなかったの？","Why didn't you dance with him?","舞踊, 盆踊り, 踊り子"
"揺れる","ゆれる","ゆ","to shake, to sway.","大地が揺れるのが感じられた。","The earth was felt to tremble.","動揺"
"用","よう","よう","business, task.","何の用でここに来たのですか。","What has brought you here?",""
"裏","うら","うら","opposite side, bottom.","靴の裏にガムがこびりついちゃった。","There's gum stuck to the bottom of my shoe.",""
"立てる","たてる","た","to stand up, to put up.","バースデーケーキにろうそくを立ててください。","Please put some candles on the birthday cake.","独立, 立派, 立場, 目立つ"
"力","ちから","ちから","force, strength.","あなたは私の２倍の力がある。","You are twice as strong as I.",""
"掏摸","すり","すり","pickpocket.","すりは人ごみの中に消えた。","The pickpocket disappeared into the crowd.","摸造, 摸牌, 相摸, 摸擬, 自摸, 掏り替える, 掏り替わる"
"一度","いちど","いち.ど","once, one time.","習慣は一度身についてしまうと、断ち切るのがとても難しい。","A habit is very difficult to shake off once it is formed.","一緒, 一番, 唯一, 今度, 度々, 支度, 丁度, 一昨日"
"受付","うけつけ","うけ.つけ","reception (desk), information desk.","きれいな花が受付のデスクに飾ってありました。","There were beautiful flowers on the reception desk.","受験, 受信, 寄付, 日付, 受話器, 見付ける, 片付ける"
"押入れ","おしいれ","おし.い","closet (built into the wall, usu. with sliding doors), (built-in) wardrobe.","強盗はその子供を押し入れに閉じ込めた。","The burglar shut the child in the closet.","押収, 入院, 入口, 入学, 押し入れ, 押し付ける"
"御馳走","ごちそう","ご.ち.そう","treat (esp. food and drink), entertainment.","手伝ってくれたお礼に、お昼をごちそうしたいのですが。","I'd like to treat you to lunch to thank you for all your help.","御中, 御飯, 防御, 逃走, 御願い, ご馳走, ご馳走様, 馳せ参じる, ご馳走様でした"
"確り","しっかり","しっか","tightly (holding on), firmly.","君にはもっとしっかり仕事をしてもらいたい。","I want you to work harder.","確実, 確認, 明確"
"酷い","ひどい","ひど","cruel, heartless.","この薬はひどい味がする。","This medicine tastes horrible.","残酷, 冷酷, 過酷"
"痩せる","やせる","や","to become thin, to lose weight.","若い頃は痩せてたんだよ。","I used to be thin when I was young.","痩身, 痩躯, 夏痩, 痩せ我慢"
"沸く","わく","わ","to grow hot (e.g. water), to boil.","薬缶のお湯が沸いている。","The kettle is boiling.","沸騰, 湯沸かし器, 沸き起こる"
"お祝い","おいわい",".いわ","congratulation, congratulations.","","","祝日, 祝福"
"偶に","たまに","たま","occasionally, once in a while.","たまには会いに来て下さい。","Come and see me once in a while.","偶然, 偶数, 偶像, 偶発, 配偶者"
"看護師","かんごし","かん.ご.し","(hospital) nurse, registered nurse.","普通の看護師は、ちんこに溲瓶も添えるし手術の時は剃毛もするぞ。","A typical nurse will do such things as helping with a urinal bottle, and shaving in preparation for surgery!","看板, 看病, 弁護, 保護, 医師, 教師, 技師, 講師, 看護婦"
"阿弗利加","アフリカ","ア.フ.リ.カ","Africa, African bullfrog (Pyxicephalus adspersus).","私はいつの日かアフリカに行きたい。","I want to go to Africa someday.","阿呆, 阿比, 弗箱, 便利, 利用, 権利, 不利, 利益, 参加, 増加, 加減, 阿弥陀, 弗化水素, 弗化水素酸"
"然う","そう","そ","in that way, thus.","もう私は大人だから、そうは考えない。","Now that I'm a grownup, I think otherwise.","自然, 天然, 突然, 偶然, 全然"
"直る","なおる","なお","to get mended, to be repaired.","いったい、いつになったらそのケチは直るの？","When will you ever loosen your purse strings?","直接, 直径, 正直, 真っ直ぐ"
"研究室","けんきゅうしつ","けん.きゅう.しつ","laboratory, seminar room.","彼は自分の研究室で実験を行っている。","He is carrying out experiments in his laboratory.","研修, 究極, 究明, 探究, 教室, 温室, 研究員, 会議室, 待合室"
"食料品","しょくりょうひん","しょく.りょう.ひん","foodstuff, groceries.","日本の食料品を扱っていますか。","Do you have any Japanese foods?","食堂, 食器, 料理, 給料, 材料, 出品, 品物, 手品, 作品, 食べ物"
"再来月","さらいげつ","さ.らい.げつ","month after next.","再来月は１２月だ。","The month after next is December.","再三, 再建, 来週, 来年, 今月, 月給, 先月, 再来年, 出来事, 三日月, 生年月日"
"二階建て","にかいだて","に.かい.だ","two-storied building, double-decker bus.","","","二人, 階段, 段階, 階級, 建設, 建物, 建築, 真っ二つ"
"髭","ひげ","ひげ","moustache, mustache.","お父さんがバスルームでひげを剃っている。","Dad is shaving in the bathroom.",""
"ご覧になる","ごらんになる",".らん","to see, to look.","そして、宮の中に、牛や羊や鳩を売るもの達と両替人達が座っているのをご覧になった。","In the temple courts he found men selling cattle, sheep and doves, and others sitting at tables.","閲覧, 展覧会, 博覧会"
"降り出す","ふりだす","ふ..だ","to begin to rain, to begin to snow.","その上雨が降り出している。","Besides, it's starting to rain.","以降, 下降, 出口, 提出, 出身, 引き出し"
"亜細亜","アジア","ア.ジ.ア","Asia, banded bullfrog (Kaloula pulchra).","アジアにはたくさんの民族がいる。","There are many people in Asia.","東亜, 亜鉛, 白亜, 亜種, 細胞, 詳細, 亜熱帯, 心細い"
"お陰","おかげ",".かげ","grace (of God), benevolence (of Buddha).","私が今日あるのは両親のおかげである。","I owe what I am to my parents.","陰気, 日陰, 陰謀"
"もう直ぐ","もうすぐ",".す","soon, shortly.","もうすぐ雨が降りそうだ。","It is going to rain very soon.","直接, 直径, 正直, 真っ直ぐ"
"泳ぎ方","およぎかた","およ..かた","way of swimming.","君に泳ぎ方を教えよう。","I'll tell you how to swim.","水泳, 競泳, 仕方, 一方, 夕方, 両方, 平泳ぎ"
"お出でになる","おいでになる",".い","to be, to come.","あなたがおいでになることを公にするのは賢明ではないかもしれない。","It may be unwise of you to advertise your presence.","出口, 提出, 出身, 引き出し"
