Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"日課","にっか","にっ.か","daily routine, daily work.","朝食前に新聞を読むのが私の日課です。","My routine is to read the newspaper before breakfast.","毎日, 日記, 日本, 課長, 課目, 課程, 火曜日"
"筆記","ひっき","ひっ.き","(taking) notes, copying.","この前の娘は口述内容を筆記するのも無理だった。速記なんて論外さ。","That girl couldn't take things down in longhand, let alone shorthand.","鉛筆, 筆者, 随筆, 日記, 記憶, 記事, 記者, 万年筆"
"片道","かたみち","かた.みち","one-way (trip), one-way ticket.","運賃は片道1ドルです。","The fare is one dollar each way.","破片, 柔道, 水道, 道具, 片寄る, 片付く, 片付ける"
"干す","ほす","ほ","to air, to dry.","この座布団を干して下さい。","Please air the zabuton.","若干, 梅干, 干渉, 物干し"
"家主","やぬし","や.ぬし","landlord, landlady.","家主は彼がドアを赤く塗ることを許してくれない。","The landlord won't permit him to paint the door red.","家族, 家賃, 家庭, 主義, 地主, ご主人"
"曲線","きょくせん","きょく.せん","curve, curvilinear beauty.","","","作曲, 線路, 直線, 地平線, 新幹線"
"雑音","ざつおん","ざつ.おん","noise (usu. unpleasant), interference (e.g. radio).","ラジオに雑音が入る。","The radio is disturbed by noises.","複雑, 雑誌, 雑巾, 混雑, 音楽, 本音, 発音, 物音"
"電柱","でんちゅう","でん.ちゅう","utility pole, power pole.","彼は車を電柱にぶつけた。","He ran the car into a lamppost.","電気, 電車, 電話, 電報, 電灯, 支柱, 円柱, 大黒柱"
"乗り換え","のりかえ","の..か","transfer (trains, buses, etc.), change.","途中で乗り換えが必要ですか。","Is it necessary to change trains along the way?","乗客, 乗車, 交換, 換気, 乗り物"
"問答","もんどう","もん.どう","questions and answers, dialogue.","","","質問, 問題, 疑問, 答案, 回答, 問い合わせ"
"蚊","か","か","mosquito, mosquito net.","蚊にたくさん刺されました。","I got a lot of mosquito bites.",""
"顕微鏡","けんびきょう","けん.び.きょう","microscope, photomicrograph.","顕微鏡の焦点を合わせなさい。","Adjust the microscope's focus.","顕著, 露顕, 顕彰, 顕在, 微妙, 微塵, 眼鏡, 微笑む, 望遠鏡, 双眼鏡"
"差し引き","さしひき","さ..ひ","deduction, subtraction.","１０から２を差し引くと８です。","Subtract two from ten and you have eight.","引退, 字引, 交差点, 日差し, 長引く, 引き出し, 引っ越す, 差し上げる"
"座敷","ざしき","ざ.しき","tatami room, tatami mat room.","","","座席, 星座, 敷地, 敷金, 座布団, 風呂敷"
"材木","ざいもく","ざい.もく","wood (for building), lumber.","ひろしは材木をひいて板にしています。","Hiroshi is sawing the wood into boards.","材料, 木材, 取材, 人材, 大木, 木綿, 並木, 木曜日"
"電球","でんきゅう","でん.きゅう","light bulb.","電球が切れた。","The light bulb has burned out.","電気, 電車, 電話, 電報, 電灯, 地球, 野球, 決め球"
"当番","とうばん","とう.ばん","being on duty, person on duty.","先月の日直当番全部私に押し付けた形でエスケープした野郎だ。","He's the pest that, on last month's class-help day, escaped leaving me with all the work.","本当, 適当, 一番, 番号, 交番, 番組, 順番, お弁当"
"不運","ふうん","ふ.うん","misfortune, bad luck.","彼は身の不運を嘆き悲しんだ。","He wept over his misfortunes.","不便, 不安, 不幸, 不正, 運転, 運動, 不自由, 運転手"
"坊さん","ぼうさん","ぼう","Buddhist priest, monk.","あの偉い坊さんを見ろよ。","Look at the big shot.","寝坊, 坊主, 赤ん坊"
"乾杯","かんぱい","かん.ぱい","cheers, bottoms-up.","ご健康を祝して乾杯。","Here's to your health!","乾燥, 一杯, 賜杯, 乾電池, 精一杯"
"芯","しん","しん","wick, marrow.","シャーペンの芯２・３本もらえるかな。","Could you lend me a few mechanical pencil leads?",""
"隔てる","へだてる","へだ","to separate (by distance, time, etc.), to isolate.","アイルランドとイギリスは海によって隔てられている。","Ireland and England are separated by the sea.","間隔, 隔週, 隔離"
"私鉄","してつ","し.てつ","private railway, General Federation of Private Railway Workers Unions of Japan (abbr).","","","私立, 私用, 鉄砲, 鉄橋, 鉄道, 地下鉄"
"生年月日","せいねんがっぴ","せい.ねん.がっ.ぴ","birth date, date of birth.","生年月日は１９６０年２月１４日です。","I was born on February 14, 1960.","学生, 来年, 今年, 去年, 今月, 月給, 先月, 毎日, 日記, 日本, 誕生日, 一昨年, 三日月, 火曜日, 一生懸命"
"赤道","せきどう","せき.どう","equator, non-legal public road (denoted by a red line on cadastral maps; sometimes no longer physically existing).","船は今夜赤道を越すだろう。","The ship will cross the equator tonight.","柔道, 水道, 片道, 道具, 真っ赤, 赤ん坊"
"大通り","おおどおり","おお.どお","main street, avenue.","私は大通りをずっと一人で歩いた。","I walked along the main street.","大学, 大勢, 大人, 交通, 融通, 大使館, 大好き"
"地質","ちしつ","ち.しつ","geological features, quality of a fabric or cloth.","そうした決定は、今度は、丘そのものの地質的構造に影響される。","That decision, in turn, was affected by the geological structure of the hill itself.","地震, 地図, 生地, 地理, 質問, 質素, 人質, 気質, 地下鉄"
"直通","ちょくつう","ちょく.つう","direct line, direct communication.","私達は大阪からロサンゼルスまで直通で飛んでいった。","We flew nonstop from Osaka to Los Angeles.","直接, 直径, 正直, 交通, 融通, 大通り, 真っ直ぐ"
"日用品","にちようひん","にち.よう.ひん","daily necessities.","あのスーパーに行けば、たいていの日用品は間に合います。","If you go to that supermarket, you can buy most things you use in your daily life.","毎日, 日記, 日本, 用意, 利用, 用事, 出品, 品物, 手品, 作品, 火曜日, 食料品"
"物差し","ものさし","もの.さ","ruler, measure.","ものさしでその棒の長さを測りなさい。","Measure the length of the stick with a ruler.","建物, 動物, 物質, 荷物, 果物, 交差点, 日差し, 差し上げる"
"並行","へいこう","へい.こう","going side-by-side, going abreast.","","","並木, 銀行, 行儀, 軒並み"
"図形","ずけい","ず.けい","figure, shape.","","","地図, 形式, 人形, 図書館, 長方形, 図々しい"
"文房具","ぶんぼうぐ","ぶん.ぼう.ぐ","stationery, stationery shop.","私はこのペンを近所の文房具店で買った。","I bought this pen at the stationer's around the corner.","文章, 注文, 文字, 作文, 冷房, 暖房, 女房, 厨房, 道具, 玩具, 具合, 家具, 具体"
"閉会","へいかい","へい.かい","closure (of a ceremony, event, meeting, etc.), closing ceremony.","国会は閉会して夏休みに入った。","The Diet rose for summer recess.","閉鎖, 会社, 会議, 会場, 出会う"
"看病","かんびょう","かん.びょう","nursing (a patient), nursing fatigue.","医者は病気の老人を看病して夜を明かした。","The doctor sat up all night with the sick old man.","看板, 看護, 病院, 病気, 看護師, 看護婦"
"出来上がり","できあがり","で.き.あ","completion, finish.","このドレスはいつ頃、できあがりますか。","How soon can you have this dress ready?","出口, 提出, 出身, 来月, 来週, 来年, 上手, 上着, 出来事, 引き出し, 申し上げる"
"小指","こゆび","こ.ゆび","little finger, pinky.","小指がはれました。","My little finger is swollen.","小鳥, 小屋, 小説, 指導, 指図, 小学校, 目指す"
"蒸す","むす","む","to steam (food, towel, etc.), to be hot and humid.","","","蒸発, 蒸気, 水蒸気, 蒸し暑い"
"寸法","すんぽう","すん.ぽう","measurement, size.","あなたの寸法を計るのを許して下さい。","Please allow me to measure you.","寸前, 寸断, 一寸, 寸劇, 法律, 文法, 方法, 憲法"
"断定","だんてい","だん.てい","conclusion, decision.","今見ることからあわてて断定してはいけない。","Don't draw a hasty conclusion from what you see now.","判断, 横断, 診断, 予定, 勘定, 安定, 定規"
"昼寝","ひるね","ひる.ね","(afternoon) nap, sleeping during the day.","私はよく日曜日に昼寝をしたものだった。","I would often take naps on Sundays.","昼食, 昼間, 寝台, 寝坊, 昼休み, 昼ご飯, 寝巻き"
"鉄砲","てっぽう","てっ.ぽう","gun, firearm.","合衆国では２億１６００万丁もの鉄砲類が、民間の手にあるという。","In the U.S., as many as 216 million firearms are said to be in private hands.","鉄橋, 鉄道, 大砲, 発砲, 砲撃, 地下鉄"
"能率","のうりつ","のう.りつ","efficiency, moment.","そうすれば能率が上がりますよ。","That makes for efficiency.","可能, 機能, 才能, 能力, 軽率, 率直, 確率"
"油断","ゆだん","ゆ.だん","negligence, carelessness.","私は油断していたことに気づいた。","I realized I was off my guard.","醤油, 石油, 油絵, 灯油, 判断, 横断, 診断, 断定"
"活字","かつじ","かつ.じ","printing type, movable type.","この大きな活字は眼に楽だ。","This large type is easy on the eyes.","生活, 活気, 活動, 活発, 活用, 漢字, 数字, 文字"
"修繕","しゅうぜん","しゅう.ぜん","repair, mending.","この椅子は修繕する必要がある。","This chair is in want of repair.","修正, 修理, 研修, 修了, 営繕, 取り繕う"
"分量","ぶんりょう","ぶん.りょう","amount, quantity.","その作り方の分量は六人分です。","The recipe serves six people.","自分, 大分, 半分, 重量, 測量"
"床の間","とこのま","とこ..ま","tokonoma.","","","起床, 床屋, 昼間, 時間, 人間, 世間"
"水蒸気","すいじょうき","すい.じょう.き","water vapour, water vapor.","熱は水を水蒸気に変える。","Heat turns water into steam.","水泳, 洪水, 水道, 蒸発, 元気, 気配, 湯気, 気質, 天気, 水曜日, 蒸し暑い"
"早口","はやくち","はや.くち","fast-talking, rapid talking.","アナウンサーは早口が出来る。","The announcer can talk rapidly.","早速, 出口, 人口, 悪口, 利口, 素早い"
"文体","ぶんたい","ぶん.たい","literary style, form of (written) language (e.g. classical, modern).","あの作家の文体は優れている。","The writer has an excellent style.","文章, 注文, 文字, 作文, 大体, 体裁, 一体, 全体"
"艶","つや","つや","gloss, luster.","飼い猫の毛のつやが悪くなった。","Our cat's fur has lost its luster.",""
"休息","きゅうそく","きゅう.そく","rest, relief.","私たちは昼は働き、夜は休息する。","We work by day and rest by night.","休暇, 休憩, 休業, 息子, 利息, 夏休み"
"区分","くぶん","く.ぶん","division, section.","土地は８つに区分された。","The land was divided into 8 lots.","区別, 地区, 区域, 自分, 大分, 半分, 区切る"
"苦心","くしん","く.しん","pains, hard work.","苦心の甲斐があった。","That was well worth the trouble.","苦労, 苦痛, 安心, 用心, 心地, 関心, 見苦しい"
"空想","くうそう","くう.そう","daydream, fantasy.","彼は空想の世界に生きている。","He lives in a world of fantasy.","空気, 愛想, 思想, 想像, 理想, 可哀想"
"兼ねる","かねる","か","to be unable to, to find difficult (unpleasant, awkward, painful) to do.","こういう事情ですから、残念ながら、せっかくのご招待をお受けいたしかねるのです。","As such is the case, I am sorry I can't accept your kind invitation.","気兼ね, 兼ね備える"
"言葉遣い","ことばづかい","こと.ば.づか","speech, expression.","言葉遣いにはいつも気をつけるべきです。","You should always be careful in your speech.","言語, 無言, 紅葉, 派遣, 独り言, 小遣い, 仮名遣い, 無駄遣い"
"枯れる","かれる","か","to wither (of a plant), to be blasted.","その花は水がないために枯れた。","The flower died for lack of water.","枯葉, 枯れ葉, 木枯し, 木枯らし"
"取り消す","とりけす","と..け","to cancel, to withdraw.","ごめん、取り消すよ。","I'm sorry. I take back my words.","取材, 消費, 消防, 受け取る, 取り替える, 取り上げる"
"診る","みる","み","to examine (medically), to have a look at.","歯医者に診てもらうべきだ。","You ought to see a dentist.","診察, 診断, 診療, 健康診断"
"爪","つめ","つめ","nail (e.g. fingernail, toenail), claw.","私は夜には決して爪を切らない。","I never cut my nails at night.",""
"日陰","ひかげ","ひ.かげ","shade, shadow.","日陰で一休みしよう。","Let's take a rest in the shade.","毎日, 日記, 日本, 陰気, 陰謀, 火曜日, お陰様で"
"暴れる","あばれる","あば","to act violently, to rage.","少年たちは２階でどたばた暴れていた。","The boys were banging about upstairs.","乱暴, 暴露, 暴動, 暴力"
"枕","まくら","まくら","pillow, bolster.","彼は枕に頭を横たえた。","He laid his head on the pillow.",""
"預かる","あずかる","あず","to look after, to take care of.","４時まで荷物を預かっていただけませんか。","Could you keep my bags here until four?","預金, 定期預金"
"日日","ひび","ひ.び","daily, everyday.","彼はどうやって日々の生計をたてていたのですか。","How did he earn his daily bread?","毎日, 日記, 日本, 火曜日"
"快晴","かいせい","かい.せい","clear weather, cloudless weather.","今日は快晴だ。これで一日中仕事が出来る。","It's fair today, so we can work all day.","愉快, 快適, 軽快, 晴天, 素晴らしい"
"煙突","えんとつ","えん.とつ","chimney, smokestack.","あの煙突はとても高い。","That chimney is very high.","禁煙, 衝突, 突破, 突っ込む, 突き当たる"
"懐かしい","なつかしい","なつ","dear (old), fondly remembered.","懐かしい１２小節のブルース。","There go the twelve bars blues.","懐疑, 懐中電灯"
"外れる","はずれる","はず","to be disconnected, to get out of place.","バックミラーがはずれてしまいました。","The rear-view mirror fell off.","外国, 外科"
"飢える","うえる","う","to starve, to be famished.","彼は飢えた者に食を与えた。","He furnished food to the hungry.","飢饉, 飢餓, 飢え死に"
"呼び出す","よびだす","よ..だ","to call (someone) to (the door, phone, etc.), to tell (someone) to come.","どうぞ彼を電話口に呼び出してください。","Please call him to the telephone.","呼吸, 出口, 提出, 出身, 引き出し"
"刺さる","ささる","さ","to stick into (of something with a sharp point), to prick.","釘が車のタイヤに刺さった。","A nail punctured the tire.","刺激, 刺身"
"終点","しゅうてん","しゅう.てん","terminus, last stop (e.g. train).","この線の終点はどこですか。","Where is the end of this line?","最終, 始終, 終了, 欠点, 交差点"
"仲良し","なかよし","なか.よ","close friendship, close friend.","トムとジョンは仲良しです。","Tom and John are good friends.","仲人, 仲間, 改良, 不良, 良好, 良心, 仲直り"
"灯台","とうだい","とう.だい","lighthouse, old-fashioned interior light fixture comprising a wooden pole with an oil-filled dish and a wick atop it.","遠い灯台のかすかな光を見た。","We saw the gleam of a distant lighthouse.","電灯, 灯油, 台所, 台風, 舞台, 蛍光灯"
"物置","ものおき","もの.おき","storage room, storeroom.","物置に鍵をかけるのを忘れちゃった。","I forgot to lock the storeroom.","建物, 動物, 物質, 荷物, 果物, 装置, 位置, 設置"
"明け方","あけがた","あ..がた","dawn, daybreak.","その事故は明け方に起こった。","The accident occurred at dawn.","説明, 仕方, 一方, 夕方, 両方, 明後日"
"夕日","ゆうひ","ゆう.ひ","evening sun, setting sun.","そのとき彼らは夕日を見ていました。","They were watching the sunset then.","夕方, 夕飯, 夕刊, 夕立, 毎日, 日記, 日本, 火曜日"
"容積","ようせき","よう.せき","capacity, volume.","近い将来、ゴミ処理費用が容積基準で有料化される可能性が高い。","We will soon most likely be charged for garbage disposal by how much of it there is.","内容, 容易, 容器, 美容, 面積, 容易い, 積極的, 見積り"
"裏口","うらぐち","うら.ぐち","backdoor, rear entrance.","彼は裏口入学した。","He bought his way into college.","出口, 人口, 悪口, 利口, 裏切る, 裏返す, 裏返し"
"冷やす","ひやす","ひ","to cool (from room temperature), to chill.","ワインをもっと冷やしたいんだ。","I want to chill the wine more.","冷房, 冷蔵庫"
"消耗","しょうもう","しょう.もう","exhaustion, consumption.","その男の子の世話で彼女は非常に精力を消耗する。","Taking care of the boy is a great drain on her energies.","消費, 消防, 摩耗, 心神耗弱"
"挟む","はさむ","はさ","to hold between (e.g. one's fingers, chopsticks), to grip (from both sides).","彼は耳に鉛筆を挟んだ。","He stuck his pencil behind his ear.","挟殺, 挟み撃ち"
"歯磨き","はみがき","は.みが","dental brushing, brushing one's teeth.","歯磨きをしなさい。","Brush your teeth.","歯科, 虫歯, 歯車, 琢磨, 研磨, 歯医者"
"稀","まれ","まれ","rare, seldom.","チャンスというものはいずれにしても、まれにしかない。","Chances come rarely in any case.",""
"蛇口","じゃぐち","じゃ.ぐち","faucet, tap.","この蛇口は使えません。故障しています。","You can't use this faucet. It's out of order.","大蛇, 蛇行, 出口, 人口, 悪口, 利口, 蛇の目"
"随筆","ずいひつ","ずい.ひつ","essays, miscellaneous writings.","この随筆は一個の旅行かばんについてのものです。","This essay is about a piece of luggage.","随分, 随時, 随一, 追随, 鉛筆, 筆者, 万年筆"
"中旬","ちゅうじゅん","ちゅう.じゅん","middle ten days of a month, 11th to 20th day of a month.","予定日は１月の中旬頃です。","I'm expecting my baby in the middle of January.","背中, 年中, 途中, 下旬, 上旬, 初旬, 中学校, 真ん中"
"薄暗い","うすぐらい","うす.ぐら","dim, gloomy.","薄暗い光の中で彼の顔を見た。","I saw his face in the dim light.","軽薄, 暗記, 暗殺, 真っ暗"
"起床","きしょう","き.しょう","rising (from one's bed), getting up.","６時起床、７時家を出る。","Got up at six, and left home at seven.","起源, 床屋, 床の間"
"遠足","えんそく","えん.そく","school trip, field trip.","学校の遠足で奈良に行った。","We went on a school trip to Nara.","遠慮, 永遠, 不足, 満足, 裸足, 待ち遠しい"
"改めて","あらためて","あらた","another time, again.","改めて言う事はない。","I have nothing particular to say.","改善, 改造, 改正"
"海水浴","かいすいよく","かい.すい.よく","swimming in the ocean, sea bathing.","ハワイでは１年中海水浴が楽しめる。","In Hawaii, we can enjoy swimming in the ocean all year round.","海岸, 海外, 海洋, 水泳, 洪水, 水道, 浴衣, 入浴, 浴室, 水曜日"
"恐縮","きょうしゅく","きょう.しゅく","feeling (much) obliged, being (very) grateful.","恐縮ですが、２月２７日の約束をキャンセルさせてください。","I am very sorry, but I must cancel our appointment for February 27.","恐怖, 縮小, 圧縮"
"月日","つきひ","つき.ひ","time, years.","その二つの事件の間には何年もの月日が経っている。","Years intervene between the two incidents.","今月, 月給, 先月, 毎日, 日記, 日本, 三日月, 火曜日"
"好き嫌い","すききらい","す..きら","likes and dislikes, tastes.","好き嫌い言わないで全部食べなさい。","You shouldn't be so picky about food.","格好, 友好, 機嫌, 大好き, 好き好き"
"至急","しきゅう","し.きゅう","urgent, pressing.","彼女は私に至急電報を打ってきた。","She sent me an urgent telegram.","至福, 冬至, 特急, 急行, 至る所"
"巡る","めぐる","めぐ","to go around, to make a circle around.","我々は太陽を巡るすべての惑星を探検するだろう。","We will explore every planet that goes around the sun.","巡査, 巡回, 巡り会う"
"初級","しょきゅう","しょ.きゅう","elementary level, beginner level.","この辞書は初級者に、いやそれどころか上級者にも役に立つ。","This dictionary is useful to beginners, yes, and to advanced learners.","最初, 高級, 上級, 学級"
"焦げる","こげる","こ","to burn, to scorch.","あーあ、トーストが真っ黒に焦げてしまっているよ。","Oh, the toast is burned black.","焦点"
"障子","しょうじ","しょう.じ","shoji (paper sliding door), shoji paper.","壁に耳あり障子に目あり。","Walls have ears, shouji have eyes.","故障, 気障, 障害, 保障, 帽子, 子供, 双子, 椅子, 王子"
"扇風機","せんぷうき","せん.ぷう.き","electric fan.","暑かったので扇風機をつけた。","Feeling hot, I turned on the fan.","団扇, 扇子, 台風, 風邪, 風呂, 風景, 機会, 機械, 機関, 機能, 換気扇, 飛行機"
"足る","たる","た","to be sufficient, to be enough.","その計画には大いに飽き足らぬところがある。","The plan is far from satisfactory.","不足, 満足, 裸足"
"着替え","きがえ","き.が","changing clothes, change of clothes.","着替えをするために家に帰った。","I went home to change my clothes.","到着, 上着, 着工, 為替, 交替, 両替"
"便所","べんじょ","べん.じょ","toilet, lavatory.","生徒はこの便所を使ってはならない。","Students must not use this toilet.","便利, 郵便, 不便, 近所, 台所, 余所, 郵便局, 事務所"
"方程式","ほうていしき","ほう.てい.しき","equation, formula.","以下の方程式の解を求めよ。","Find the solution to the following equation.","仕方, 一方, 夕方, 両方, 程度, 過程, 日程, 課程, 正式, 形式, 公式, 儀式"
"寝台","しんだい","しん.だい","bed, couch.","彼は、寝台の長さを測った。","He measured the length of the bed.","寝坊, 昼寝, 台所, 台風, 舞台, 灯台, 寝巻き"
"見掛け","みかけ","み.か","outward appearance, apparent.","見かけ通り彼女は行動力がある。","She is as active as she looks.","意見, 見物, 見舞い, 心掛け, 手掛かり, 大掛かり"
"人通り","ひとどおり","ひと.どお","pedestrian traffic.","その道路は人通りはなかった。","The road was clear of traffic.","人形, 一人, 恋人, 交通, 融通, 外国人, 大通り"
"増減","ぞうげん","ぞう.げん","increase and decrease, fluctuation.","","","増加, 増大, 加減, 減少"
"末っ子","すえっこ","すえ..こ","youngest child.","私は末っ子です。","I'm the youngest in the family.","粗末, 末期, 月末, 帽子, 子供, 双子, 椅子, 王子"
"蛍光灯","けいこうとう","けい.こう.とう","fluorescent lamp, fluorescent light.","蛍光灯がチカチカしてるな。新しいのと交換しないとダメかな。","This fluorescent lamp is starting to flicker. We'll have to replace it.","観光, 光景, 日光, 電灯, 灯油, 灯台, 蛍烏賊, 蛍光塗料"
"日当たり","ひあたり","ひ.あ","exposure to the sun, sunny place.","彼らは日当たりのよい家に住んでいる。","They live in a sunny house.","毎日, 日記, 日本, 本当, 適当, 火曜日, お弁当"
"生け花","いけばな","い..ばな","ikebana, fresh flower.","生け花は日本では伝統的な芸道である。","Flower arrangement is a traditional art in Japan.","学生, 花瓶, 花見, 花壇, 誕生日, 一生懸命"
"四角い","しかくい","し.かく","square, rectangular.","必要なのは四角いテーブルで、円卓ではない。","We need a square table, not a round one.","四季, 角度, 方角, 三角, 四つ角"
"醜い","みにくい","みにく","ugly, unattractive.","「美しい」とか「醜い」といった言葉は相対的な用語である。","The words 'beautiful' and 'ugly' are relative terms.","醜女, 醜態, 醜聞, 醜悪"
"対照","たいしょう","たい.しょう","contrast, antithesis.","以下の説明は多くの異なる理論を比較的対照することによって得られたものである。","The explanation below was achieved by comparing and contrasting a variety of different theories.","反対, 絶対, 対象, 照明, 参照"
"断水","だんすい","だん.すい","suspension of water supply, water outage.","断水しました。","The water has been cut off.","判断, 横断, 診断, 断定, 水泳, 洪水, 水道, 水曜日"
"捕る","とる","と","to catch (a wild animal, fish, insect, baseball, etc.), to capture.","きのう魚を３匹捕った。","I caught three fish yesterday.","逮捕, 捕虜"
"溶かす","とかす","と","to dissolve, to melt.","砂糖をお湯で溶かしなさい。","Dissolve sugar in hot water.","溶岩, 溶液, 溶け込む"
"増やす","ふやす","ふ","to increase, to add to.","体力を増やすように努めなさい。","Try to build up your strength.","増加, 増大"
"包帯","ほうたい","ほう.たい","bandage, dressing.","私は片足に包帯を巻いた犬を見た。","I saw a dog with one paw bandaged.","包丁, 小包, 包装, 熱帯, 地帯"
"苗字","みょうじ","みょう.じ","surname, family name.","あなたの名字はどうつづるのですか。","How do you spell your family name?","苗木, 早苗, 種苗, 漢字, 数字, 文字"
"課税","かぜい","か.ぜい","taxation, tax exemption.","課税品をお持ちですか。","Do you have anything to declare?","課長, 課目, 課程, 日課, 税金, 税関, 免税, 税務署"
"自然科学","しぜんかがく","し.ぜん.か.がく","natural science, natural scientist.","その大学の課程は自然科学と社会科学から成り立っている。","That university's curriculum covers natural science and social science.","天然, 突然, 偶然, 全然, 科目, 外科, 理科, 学生, 学校, 大学, 自転車, 自惚れ, 自動車, 教科書, 小学校"
"毛糸","けいと","け.いと","knitting wool, woolen yarn.","赤ん坊が毛糸の玉をもつれさせた。","The baby tangled the ball of yarn.","毛布, 羊毛, 毛皮, 糸口, 生糸, 綿糸, 髪の毛"
"針金","はりがね","はり.がね","wire, any horsehair worm of class Gordioidea.","私達は二本の柱の間に針金を張った。","We extended a wire between two posts.","方針, 指針, 針路, 賃金, 金槌, 金曜日"
"扇子","せんす","せん.す","folding fan, fan seppuku.","犬が腕時計と扇子を食った。","The dog ate a watch and a Japanese fan.","団扇, 帽子, 子供, 双子, 椅子, 王子, 扇風機, 換気扇"
"文脈","ぶんみゃく","ぶん.みゃく","context (of a passage), line of thought.","言葉の意味は文脈によって変わりうる。","The meaning of words can change according to their context.","文章, 注文, 文字, 作文, 山脈, 動脈, 脈拍"
"写生","しゃせい","しゃ.せい","sketching, drawing from nature.","","","写真, 複写, 学生, 誕生日, 一生懸命"
"勘違い","かんちがい","かん.ちが","misunderstanding, mistaken idea.","彼はクラスで一番頭がいいと勘違いしている。","He has the illusion that he is the smartest in his class.","勘定, 勘案, 勘弁, 違反, 相違, 間違える"
"空っぽ","からっぽ","から","empty, vacant.","町のどの家も空っぽだった。","All the houses in town were empty.","空気"
"掘る","ほる","ほ","to dig, to excavate.","彼らは穴をあけて石油を掘り当てようとした。","They intended to drill for oil.","発掘, 採掘, 掘削, 根掘り葉掘り"
"敬語","けいご","けい.ご","honorific, term of respect.","日本語には敬語があります。","The Japanese language has honorific expressions.","敬意, 尊敬, 敬遠, 英語, 物語, 言語"
"合流","ごうりゅう","ごう.りゅう","confluence (of rivers), flowing together.","この道はそこでハイウエイに合流する。","This road joins the highway there.","都合, 試合, 合併, 流行, 流石, 一流, 間に合う"
"座布団","ざぶとん","ざ.ぶ.とん","zabuton, to sit on a cushion.","この座布団を干して下さい。","Please air the zabuton.","座席, 座敷, 星座, 財布, 分布, 集団, 団扇, 団体"
"災難","さいなん","さい.なん","calamity, misfortune.","人生に災難は付き物。","Accidents will happen.","火災, 災害, 天災, 防災, 困難, 盗難, 有難い"
"散る","ちる","ち","to fall (e.g. blossoms, leaves), to scatter.","あなたが帰国なさる頃には、桜はみんな散ってしまっていることでしょう。","By the time you get home, all the cherry blossoms will have fallen.","散歩, 解散, 分散"
"鉄橋","てっきょう","てっ.きょう","railway bridge, iron bridge.","その川には鉄橋がすでに建設中だ。","A railway bridge is already being built over the river.","鉄砲, 鉄道, 陸橋, 桟橋, 地下鉄, 橋渡し"
"特売","とくばい","とく.ばい","special sale, bargain sale.","きのうは和牛が特売だった。","Japanese beef was on sale yesterday.","特急, 特別, 特許, 特徴, 商売, 販売, 売り場"
"噴水","ふんすい","ふん.すい","water fountain, fountain effect (theory that high sales in the basement of a department store lead to increased sales in the upper levels as well).","駅の前に噴水があります。","There is a fountain in front of the station.","噴火, 噴出, 噴射, 水泳, 洪水, 水道, 水曜日, 噴き出す"
"方角","ほうがく","ほう.がく","direction, way.","その物体は光を放ちながら南の方角へ飛んで行った。","The object flew away to the south, giving out flashes of light.","仕方, 一方, 夕方, 両方, 角度, 三角"
"味わう","あじわう","あじ","to taste, to savor.","あのテーマパークでスリルを味わった。","We had a thrilling time at the theme park.","意味, 興味, 美味しい"
"塊","かたまり","かたまり","lump, mass.","巨大な肉の塊が当たった。","I was hit by a huge chunk of meat.",""
"悔しい","くやしい","くや","frustrated (over a failure, humiliation or injustice), annoyed.","監督はチームをトーナメント優勝に今一歩という所までもっていったのに悔しいことだった。","It was annoying, as the manager took his team to a near-miss in the tournament.","後悔, 悔し泣き"
"炊事","すいじ","すい.じ","cooking, kitchen work.","私は炊事が全然できない。","I'm all thumbs in the kitchen.","自炊, 事故, 仕事, 見事, 炊出し, 事務所, 炊き出し"
"長方形","ちょうほうけい","ちょう.ほう.けい","rectangle, oblong.","この構成において、三角形の代わりに長方形を用いても類似の困難が生ずる。","We encounter similar difficulties when we substitute rectangles for triangles in this configuration.","課長, 長閑, 校長, 仕方, 一方, 夕方, 両方, 形式, 人形, 図形, 長引く"
"短所","たんしょ","たん.しょ","defect, demerit.","すべての人は長所と短所を持っている。","Everybody has his merits and demerits.","短期, 短編, 長短, 近所, 台所, 余所, 事務所"
"合理","ごうり","ごう.り","rationality, rational.","彼女の思考法は合理的だった。","Her way of thinking was rational.","都合, 試合, 合併, 料理, 無理, 理由, 地理, 管理, 間に合う"
"損得","そんとく","そん.とく","loss and gain, advantage and disadvantage.","損得なしにしよう。","Let's make it a fair trade.","損害, 損失, 得意, 納得, 心得る"
"体積","たいせき","たい.せき","capacity, volume.","体積が大きいからといって常に重量も重いとは限らない。","Great bulk does not always mean great weight.","大体, 体裁, 一体, 全体, 面積, 積極的, 見積り"
"定期券","ていきけん","てい.き.けん","commuter pass, season ticket.","スミス氏は定期券を持っていくのを忘れた。","Mr Smith forgot to take his commuter ticket.","予定, 勘定, 安定, 定規, 延期, 期間, 期待, 時期, 長期, 旅券, 証券, 回数券"
"盆地","ぼんち","ぼん.ち","basin (e.g. between mountains).","河川の盆地には普通肥沃な農地がある。","The basin of a river usually has rich farmland.","盆栽, 旧盆, 地震, 地図, 生地, 地理, 盆踊り, 地下鉄"
"悠々","ゆうゆう","ゆう.ゆう","quiet, calm.","飛行機は頭上をゆうゆうと飛んで行った。","The airplane sailed over our heads.","悠久, 悠長"
