Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"改まる","あらたまる","あらた","to be renewed, to change.","長年の習慣はなかなか改まらない。","Old habits die hard.","改善, 改造, 改正"
"逆立ち","さかだち","さか.だ","handstand, headstand.","逆立ちをした時に首がガクンとなりました。","My neck snapped when I did a headstand.","真逆, 逆境, 独立, 立派, 立場, 逆効果, 目立つ"
"弱る","よわる","よわ","to weaken, to grow weak.","彼は寄る年波で弱った。","He sank under the weight of age.","弱点, 貧弱"
"受かる","うかる","う","to pass (examination).","彼はかろうじて試験に受かった。","He barely passed the examination.","受験, 受付, 受信, 受話器"
"憧れ","あこがれ","あこが","yearning, longing.","彼は彼女の恵まれた才能にあこがれを抱いた。","He longed for her talented skills.","憧憬"
"弁償","べんしょう","べん.しょう","compensation, indemnification.","弁償代きっちり耳そろえて払わんかい。","Aren't you paying for the damages in full?","弁当, 弁護, 弁解, 弁論, 補償, 賠償, 代償, お弁当"
"明かす","あかす","あ","to pass (the night), to spend.","彼は寝ずに一夜を明かした。","He sat up all night.","説明, 明後日"
"夜更かし","よふかし","よ.ふ","staying up late, sitting up late at night.","そんなに夜ふかしをするべきではない。","You ought not to sit up so late.","今夜, 夜中, 徹夜, 変更, 今更, 夜明け"
"前置き","まえおき","まえ.お","preface, introduction.","彼は前置きとして、すこし話した。","He said a few words by way of preface.","午前, 名前, 以前, 前進, 装置, 物置, 位置, 設置"
"煩わしい","わずらわしい","わずら","troublesome, annoying.","あ、とりあえず包帯しているけど、もし煩わしかったら、家に帰ってからカットバンに代えても大丈夫よ。","Ah, well I've bandaged it for the meantime but if that's awkward then it's fine to replace it with a plaster when you get home.","煩雑"
"私物","しぶつ","し.ぶつ","private property, personal belongings.","","","私立, 私鉄, 私用, 建物, 動物, 物質, 荷物, 果物"
"付録","ふろく","ふ.ろく","appendix, supplement.","","","寄付, 日付, 受付, 記録, 録音, 登録, 目録, 録画, 見付ける, 片付ける"
"竿","さお","さお","rod, pole.","","",""
"強まる","つよまる","つよ","to get strong, to gain strength.","その言葉で彼に対する疑惑はさらに強まった。","The words confirmed him in his suspicions.","勉強, 強盗, 力強い"
"痛む","いたむ","いた","to hurt, to ache.","彼はいま歯が痛むのでよくかむことができない。","He can't chew well, because he has a toothache now.","苦痛, 頭痛, 痛烈"
"紛らわしい","まぎらわしい","まぎ","easily mixed up (e.g. similar words), easily mistaken.","","","紛争, 紛失"
"文語","ぶんご","ぶん.ご","written language, literary language.","","","文章, 注文, 文字, 作文, 英語, 物語, 言語"
"捧げる","ささげる","ささ","to lift up, to hold up.","彼は平和のために一生を捧げた。","He dedicated his life to peace.","捧銃, 捧げ物, 捧腹絶倒"
"乱す","みだす","みだ","to throw into disorder, to disarrange.","父は私の楽観を乱さないことにした。","My father chose not to disturb my optimism.","混乱, 乱暴, 反乱"
"見逃す","みのがす","み.のが","to miss, to overlook.","これは絶対見逃せないよ。","It's just too good to pass up.","意見, 見物, 逃走, 見舞い"
"付け加える","つけくわえる","つ..くわ","to add (one thing to another), to add (a few more words, an explanation, etc.).","リストに彼の名前をつけ加えた。","I added his name to the list.","寄付, 日付, 受付, 参加, 増加, 加減, 見付ける, 片付ける"
"観覧","かんらん","かん.らん","viewing, Ferris wheel.","観覧車が一番好きです。","The Ferris wheel is my favorite.","観客, 観光, 観察, 観測, 観念, 閲覧, 展覧会, 博覧会"
"目盛り","めもり","め.も","gradations (on a ruler, thermometer, etc.), division.","この定規にはミリメートルの目盛りがある。","This ruler has the scale in millimeters.","注目, 面目, 駄目, 目的, 盛大, 繁盛, 盛り上がる"
"宙返り","ちゅうがえり","ちゅう.がえ","somersault, looping-the-loop.","宙返りするジェットコースターに乗ったら、気持ち悪くなっちゃった。","I got sick riding the roller coaster with the loop-the-loop.","宇宙, 返事, 返還, 裏返す, 宇宙開発, 宇宙空間, 繰り返す, 宇宙飛行士"
"等級","とうきゅう","とう.きゅう","grade, class.","","","平等, 上等, 高級, 上級, 初級, 学級, 高等学校"
"善良","ぜんりょう","ぜん.りょう","good (person, nature, etc.), good-natured.","善良な市民は法律に従う。","A good citizen obeys the laws.","改善, 親善, 善意, 改良, 不良, 良好, 良心, 善し悪し"
"見掛ける","みかける","み.か","to (happen to) see, to notice.","私は安室奈美恵を見かけた。","I caught sight of Namie Amuro.","意見, 見物, 見舞い, 心掛け, 手掛かり, 大掛かり"
"刺","とげ","とげ","thorn, spine.","どのバラにもとげがあるように人生には悲しみがある。","Life has its sorrows, as every rose has its thorns.",""
"隠居","いんきょ","いん.きょ","retirement (from work), leading a quiet life (after retirement).","","","隠滅, 芝居, 住居, 居間, 居住, 見え隠れ, 隠し引き出し"
"共稼ぎ","ともかせぎ","とも.かせ","(husband and wife) earning a living together.","アメリカでは多くの夫婦が収支をあわせるため共稼ぎをしている。","Many couples in America both work to make ends meet.","共通, 共同, 公共, 稼働, 共働き, 出稼ぎ"
"軽蔑","けいべつ","けい.べつ","contempt, scorn.","私は彼をひどく軽蔑している。","I have a fine contempt for him.","軽快, 手軽, 軽率, 気軽, 侮蔑, 蔑視"
"乗り込む","のりこむ","の..こ","to board (a train, plane, etc.), to get into (a car).","ロンドン行きの列車に乗り込んだ。","I got on the train for London.","乗客, 乗車, 乗り物, 意気込む, 申し込む, 突っ込む, 飛び込む, 乗り換える"
"心細い","こころぼそい","こころ.ぼそ","helpless, forlorn.","彼が帰ってきたのは、ホームシックにかかったからではなく、ふところが心細くなったからである。","He came back not because he was homesick, but because he was running short of money.","安心, 用心, 心地, 関心, 細胞, 詳細"
"物好き","ものずき","もの.ず","(idle) curiosity, fancifulness.","","","建物, 動物, 物質, 荷物, 果物, 格好, 友好, 大好き, 好き好き"
"留める","とめる","と","to stop, to turn off.","その新聞は政府にインフレを止めるように求めた。","The newspaper called for the government to stop inflation.","留守, 書留, 留学生"
"着席","ちゃくせき","ちゃく.せき","taking a seat, sitting down (in one's seat).","どうぞご着席ください、みなさん。","Please be seated, ladies and gentlemen.","到着, 上着, 着工, 座席, 出席, 欠席, 客席"
"生温い","なまぬるい","なま.ぬる","lukewarm, tepid.","","","学生, 温度, 気温, 体温, 温暖, 誕生日, 一生懸命"
"小銭","こぜに","こ.ぜに","small change, coins.","私は小銭の持ち合わせがない。","I have no small change on me.","小鳥, 小屋, 小説, 金銭, 銭湯, 小学校, 釣り銭"
"庶務","しょむ","しょ.む","general affairs, general affairs section.","彼女は庶務課に所属している。","She is attached to the general affairs section.","庶民, 庶事, 義務, 庶幾う, 公務員, 事務所"
"打","ダース","ダース","dozen, hitting a ball (with a bat, golf club, etc.).","その品物を１ダースにつき３ドルで買う。","I buy the goods at $3 a dozen.",""
"近付く","ちかづく","ちか.づ","to approach, to draw near.","クリスマスが近づいてきた。","Christmas is fast approaching.","近所, 身近, 最近, 寄付, 日付, 受付, 見付ける, 片付ける"
"冊","さつ","さつ","counter for books, volume.","ポール、8冊までなら借りられるからね。","Paul, we can borrow up to 8 books.",""
"酸っぱい","すっぱい","す","sour, acid.","すっぱい木においしい林檎はならない。","No good apple on a sour stock.","酸素, 酸性, 酸化"
"仕立てる","したてる","し.た","to tailor, to make (clothing).","生地を預ければドレスを仕立ててくれますか。","Will you make me up a dress if I give you the material?","仕事, 仕方, 奉仕, 独立, 立派, 立場, 仕組み, 仕上げ, 目立つ"
"治まる","おさまる","おさ","to die down (storm, anger, conflict, etc.), to calm down.","嵐がしだいにおさまってきた。","The storm has gradually abated.","自治, 政治, 治安"
"縮まる","ちぢまる","ちぢ","to shorten, to narrow.","","","縮小, 圧縮, 恐縮"
"歩む","あゆむ","あゆ","to walk, to go on foot.","ビルはあの会社の社長になるまで成功への道を歩み続けた。","Bill climbed the ladder of success until he became the president of the company.","歩道, 散歩, 進歩"
"下調べ","したしらべ","した.しら","preliminary investigation, preliminary inquiry.","下調べはしたかい。会議は２日後だよ。","Did you do your homework? The meeting is only two days away.","靴下, 下宿, 順調, 調査, 調子, 地下鉄"
"満場","まんじょう","まん.じょう","whole house, whole audience.","非常にうまい洒落だったので、満場爆笑した。","It was such a nice joke that everybody burst out laughing.","不満, 満足, 満員, 場所, 会場, 工場, 駐車場, 飛行場"
"磁器","じき","じ.き","porcelain, china.","","","磁石, 磁気, 磁場, 器械, 武器, 器用, 楽器"
"重宝","ちょうほう","ちょう.ほう","convenient, useful.","車は持っていると重宝なものだ。","A car is a handy thing to own.","重視, 貴重, 重大, 宝石, 国宝"
"碁盤","ごばん","ご.ばん","Go board, intersection on a go board.","","","囲碁, 碁石, 基盤, 地盤, 算盤, 円盤, 鍵盤, 碁子麺"
"厳か","おごそか","おごそ","solemn (ceremony, atmosphere, etc.), austere.","結婚生活がうまく行っていない方は結婚式の時におごそかに神の前に誓った、夫婦の誓約を思い出してみましょう。","And to the people whose married life is not going well, let's remember the marriage covenant sworn solemnly before God at the wedding ceremony.","厳重, 厳密, 厳格"
"悟る","さとる","さと","to perceive, to sense.","彼はついに自分の誤りを悟った。","At last, he realized his error.","覚悟, 大悟, 悟りが早い"
"短気","たんき","たん.き","short temper, quick temper.","彼の短気は手に負えない。","He has an uncontrollable temper.","短期, 短所, 短編, 長短, 元気, 気配, 湯気, 気質, 天気"
"逃す","のがす","のが","to miss (e.g. a chance), to lose.","この好機を逃すな。","Don't let this chance slip by.","逃走"
"枚","まい","まい","counter for thin, flat objects (e.g. sheets of paper, plates, coins), counter for portions of gyōza or soba.","このページのコピーを３枚とってください。","Please make three copies of this page.",""
"皺","しわ","しわ","wrinkle, crease.","この服はすぐしわになる。","This dress creases easily.",""
"麻痺","まひ","ま.ひ","paralysis, palsy.","ゼネストで国中の機能が麻痺した。","The general strike paralyzed the whole country.","麻酔, 麻薬, 麻布, 麻雀, 痺鰻"
"生やす","はやす","は","to grow, to cultivate.","あごひげをはやした神様は自分が離れたのと同じ方法で戻ってくると約束していた。","The bearded god had promised to return someday in the same way he had left.","学生, 誕生日, 一生懸命"
"目覚ましい","めざましい","め.ざ","remarkable, striking.","日本は戦後目覚ましい産業の進歩をとげた。","Japan achieved a remarkable development in industrial technology after the war.","注目, 面目, 駄目, 目的, 覚悟, 感覚"
"著しい","いちじるしい","いちじる","striking, remarkable.","科学は著しく進歩した。","Science has made remarkable progress.","著者, 著書, 著名"
"省みる","かえりみる","かえり","to reflect on (oneself, past conduct, etc.), to contemplate.","","","省略, 反省, 外務省"
"亜爾加里","アルカリ","ア.ル.カ.リ","alkali.","アルカリは酸を中和する。","Alkalis neutralize acids.","東亜, 亜鉛, 白亜, 亜種, 莞爾, 爾前, 参加, 増加, 加減, 郷里, 古里, 千里, 里子, 亜熱帯"
"回送","かいそう","かい.そう","forwarding, sending on.","","","回復, 今回, 放送, 輸送, 郵送, 見送り"
"跡継ぎ","あとつぎ","あと.つ","heir, inheritor.","","","遺跡, 追跡, 足跡, 奇跡, 継続, 中継, 受け継ぐ, 引き継ぐ"
"薄弱","はくじゃく","はく.じゃく","feebleness, weakness.","","","軽薄, 弱点, 貧弱, 薄暗い"
"字体","じたい","じ.たい","form of a character (e.g. simplified, traditional), type.","","","漢字, 数字, 文字, 大体, 体裁, 一体, 全体"
"進呈","しんてい","しん.てい","presentation (e.g. of a gift), complimentary copy.","","","進学, 進歩, 前進, 贈呈, 露呈"
"身振り","みぶり","み.ぶ","gesture, gesticulation.","彼はもう我慢がならないという身振りをした。","He made a gesture of impatience.","自身, 出身, 中身, 身長, 振興, 久し振り, 振る舞う"
"雨具","あまぐ","あま.ぐ","rain gear.","雨具をお持ちになりましたか。","Do you have rain gear with you?","梅雨, 雨戸, 雨天, 道具, 玩具, 具合, 家具, 具体"
"短波","たんぱ","たん.ぱ","short wave, short-wave receiver.","","","短期, 短所, 短編, 長短, 電波, 津波, 波乱, 荒波"
"回覧","かいらん","かい.らん","circulation (esp. documents), sending round.","彼はその手紙を全員に回覧した。","He circulated the letter among the members.","回復, 今回, 閲覧, 展覧会, 博覧会"
"和文","わぶん","わ.ぶん","Japanese text, sentence in Japanese.","","","平和, 和服, 英和, 文章, 注文, 文字, 作文"
"途切れる","とぎれる","と.ぎ","to break off, to come to an end.","交通の流れにはとぎれがなかった。","There was no gap in the stream of traffic.","途中, 途端, 用途, 中途, 前途, 大切, 切手, 締切, 裏切る"
"年鑑","ねんかん","ねん.かん","yearbook, almanac.","この年鑑には美しい写真がたくさん載っている。","This yearbook is illustrated with a lot of beautiful photographs.","来年, 今年, 去年, 鑑賞, 図鑑, 印鑑, 鑑定, 一昨年"
"領地","りょうち","りょう.ち","territory, dominion.","","","要領, 領収, 領事, 占領, 地震, 地図, 生地, 地理, 大統領, 地下鉄"
"如何にも","いかにも","いか","indeed, really.","こんな格好をしているといかにもスポーツしてそうに見えるけど、全然やってないんだよ。","I look for all the world like an athlete in this outfit, but the truth is I don't do any sports at all.","突如, 欠如, 如実, 何時"
"お先に","おさきに",".さき","before, previously.","お先にどうぞ。","After you.","先月, 先週, 真っ先"
"お祖父さん","おじいさん",".じい","grandfather, male senior-citizen.","おじいさんは少し耳が遠いんだ。","My grandfather is a bit hard of hearing.","先祖, 祖母, 父母, お祖母さん"
"お洒落","おしゃれ",".しゃ.れ","stylish, fashionable.","彼女はオシャレだ。","She's fashionable.","瀟洒, 落第, 落下, 墜落, 洒落る"
"擽ったい","くすぐったい","くすぐ","ticklish, embarrassing.","","",""
"拘る","こだわる","こだわ","to be obsessive (about), to be overly concerned (with).","殿方が細かいことにこだわるものではありません。","It doesn't become a gentleman to fuss over trifles.","拘束, 拘置, 拘禁, 拘置所"
"悉く","ことごとく","ことごと","altogether, entirely.","トムはこれまで手をつけた仕事はことごとく成功した。","Tom has always done well in every job he has had.","不悉, 悉皆"
"じゃん拳","じゃんけん",".けん","rock-paper-scissors (game), janken.","「じゃんけんね」「ぐー」「ちょ・・パー」「後出しかよ！」","Rock-paper-scissors, OK? Rock. Sciss... paper. You cheated!","拳銃, 拳骨, 拳法"
"其の上","そのうえ","そ..うえ","in addition, furthermore.","この本はおもしろい、その上、非常にためになる。","This book is interesting and, what is more, very instructive.","其程, 其儘, 其方, 上手, 上着, 其れ程, 申し上げる"
"丈","だけ","だけ","only, just.","来たのはメアリーだけだった。","No one came except Mary.",""
"怠い","だるい","だる","sluggish, languid.","だるいし頭がずきずきする。","I feel listless and have a throbbing headache.","怠惰, 怠慢"
"飛んだ","とんだ","と","unexpected, unlikely.","証人喚問はとんだ騒ぎになってしまいました。","The confirmation hearings turned into a free-for-all.","飛行機, 飛行場, 飛び出す"
"只管","ひたすら","ひたすら","intently, single-mindedly.","彼はひたすら成功を望んで懸命に働く。","He works hard because he is anxious to succeed.","只今, 只々, 管理, 血管, 保管, 管轄"
"ぶら下げる","ぶらさげる",".さ","to hang, to suspend.","","","靴下, 下宿, 地下鉄"
"藻掻く","もがく","も.が","to struggle, to writhe.","その動物は檻から出ようともがいた。","The animal struggled to get out of the cage.","海藻, 藻類, 毬藻, 掻爬, 珪藻土, 掻き回す, 引っ掻く, 悪足掻き"
"若しかして","もしかして","も","perhaps, possibly.","ああ、もしかして名前を呼ばれるのが恥ずかしいって？","Ah, could it be you're embarrassed to be called by your first name?","若干, 若者, 若々しい"
"扱い","あつかい","あつか","treatment, service.","この旅館は客の扱いがよい。","This inn gives good service.","取扱, 取り扱う"
"安っぽい","やすっぽい","やす","cheap-looking, tawdry.","彼女の服はとても安っぽい生地でできていた。","Her dress was made of very cheap material.","安心, 安全, 目安, 安定"
"以て","もって","もっ","with, by.","私は中古車を買う余裕などなく、ましてや新車などはもってのほかだ。","I can't afford to buy a used car, much less a new car.","以下, 以内, 以上, 以外"
"異論","いろん","い.ろん","different opinion, objection.","異論はないです。","There is no objection on my part.","異常, 異動, 異性, 特異, 議論, 結論, 論文, 論争"
"移行","いこう","い.こう","transition, changeover.","英国は、１９７１年にその貨幣制度を１０進法に移行させた。","In 1971 the United Kingdom changed its currency to the decimal system.","移動, 移転, 移民, 銀行, 行儀"
"一連","いちれん","いち.れん","series, chain.","彼らは一連の音楽会を開催した。","They gave a series of concerts.","一緒, 一番, 唯一, 連絡, 関連, 一昨日"
"逸らす","そらす","そ","to turn away (one's eyes, face, etc.), to avert.","わたしの気を仕事からそらさないでください。","Please don't take my mind off the work.","逸脱, 逸話"
"印","しるし","しるし","mark, sign.","発音できない語に印をつけなさい。","Mark the words which you cannot pronounce.",""
"員","いん","いん","member, (total) number (of people or things).","彼はまったくの民主党員だ。","He is heart and soul a Democrat.",""
"嘘吐き","うそつき","うそ.つ","liar, fibber.","もし嘘なら、彼女はうそつきだ。","If that's false, she's a liar.","嘘言, 嘔吐, 吐露, 吐き気"
"臆病","おくびょう","おく.びょう","cowardly, timid.","彼がああ臆病だとは思わなかった。","I did not think he was so timid.","臆測, 臆見, 病院, 病気, 看病"
"何だ彼だ","なんだかんだ","なん..かん","something or other, one thing or another.","彼は、なんだかんだ言って支払いを延期した。","He delayed payment on some pretext or other.","何時, 彼女, 彼方, 彼岸, 如何にも"
"炬燵","こたつ","こ.たつ","kotatsu, futon or cloth attached to the kotatsu's frame.","こたつで寝ちゃったら風邪引くのはあたりまえ。自己管理がなっていない。","Of course you'll catch a cold if you fall asleep under the kotatsu. You have to learn to take care of yourself.","炬火, 置き火燵"
"箇月","かげつ","か.げつ","counter for months.","６ヶ月後私たちは結婚した。","Six months later we were married.","箇所, 箇々, 今月, 月給, 先月, 三箇日, 三日月, 生年月日"
"霞む","かすむ","かす","to become misty, to become hazy.","空はどんよりとした冬の陰にかすんでいる。","The sky is a hazy shade of winter.","朝霞, 霞ヶ関"
"画","かく","かく","stroke (of a kanji), picture.","「道」という漢字の総画数は何画ですか。","How many strokes does the kanji for michi have?",""
"介護","かいご","かい.ご","nursing, care.","その老婦人は回復しつつあり、病院から派遣された看護婦によって充分な介護を受けている。","The old woman is getting better and is being taken good care of by a nurse from the hospital.","紹介, 厄介, 仲介, 介入, 看護, 弁護, 保護, 看護師, 看護婦"
"介入","かいにゅう","かい.にゅう","intervention, intervention study (epidemiology).","このテーマに関するほとんどの研究では、立法府の介入が悪影響をもたらしたということが示されている。","It has been shown in most studies on this subject that intervention of the legislature had adverse effects.","紹介, 厄介, 仲介, 介護, 入院, 入口, 入学"
"街","まち","まち","town, block.","町が一面すっぽり雪をかぶった。","Snow completely covered the town.",""
"拡散","かくさん","かく.さん","spreading, disseminating.","科学者たちはエイズ・ウイルスの拡散をくい止めようと戦っています。","Scientists are fighting to stem the spread of the AIDS virus.","拡大, 拡張, 拡充, 軍拡, 散歩, 解散, 分散"
"角","かど","かど","corner, edge.","私は角にある劇場に行くところです。","I am going to the theater on the corner.",""
"且つ","かつ","か","and, moreover.","彼は作家でもあり、かつまた政治家でもある。","He is a writer and a statesman.","暫且"
"叶う","かなう","かな","to come true (of a wish, prayer, etc.), to be realized.","もし病気の人が千羽の鶴を折ると、その人の願いが叶うの。","If a sick person folds one thousand paper cranes, her wish will come true.","願ったり叶ったり"
"叶える","かなえる","かな","to grant (request, wish), to answer (prayer).","母は私の望むものは何でも言わなくてもかなえてくれる。","My mother anticipates all my desires.","意に叶う, 眼鏡に叶う, 願ったり叶ったり"
"勧告","かんこく","かん.こく","advice, counsel.","人に自分の勧告が理由のあるものであり、賢明であることを説得するためには、理由を挙げ、知られた例や大家を引用しなければならない。","To persuade somebody that your recommendation is reasonable and wise, you have to give reasons and quote known examples and authorities.","勧誘, 勧奨, 警告, 広告, 報告, 申告"
"敢えて","あえて","あ","purposely (of something needless, unexpected or seemingly counterproductive, etc.), daringly (doing something).","あえて彼の意見を支持した。","I dared to support his opinion.","勇敢, 果敢, 敢行, 敢闘"
"歓声","かんせい","かん.せい","cheer, shout of joy.","群集は嬉しさのあまり歓声を上げた。","The crowd yelled with delight.","歓迎, 歓喜, 声明, 音声, 歌声, 声高, 大歓迎, 歓楽街"
"緩める","ゆるめる","ゆる","to loosen, to slacken.","その規則は最近緩められた。","The rules were recently relaxed.","緩和"
"観","かん","かん","look, appearance.","これがアメリカ人から見た日本観です。","This is Japan as Americans see it.",""
"貫く","つらぬく","つらぬ","to go through, to pierce.","光は闇を貫く。","The light penetrates the darkness.","一貫, 突貫, 貫き通す"
"間柄","あいだがら","あいだ.がら","relationship, relation.","君と彼とはどういう間柄なのだ。","What's your relation with him?","昼間, 時間, 人間, 世間, 人柄, 事柄, 身柄"
"関与","かんよ","かん.よ","participation, taking part in.","ゲンドウがこの件に関与していたとしても不思議ではない。","It is no wonder to me that Gendou has something to do with.","玄関, 関係, 関心, 関連, 給与, 与党, 贈与, 授与"
"丸っ切り","まるっきり","まる..き","completely, absolutely.","おもってたのとまるっきり違いますねえ。","It's really different from what I expected.","丸々, 大切, 切手, 締切, 日の丸, 裏切る"
"幾","いく","いく","some, several.","白いガラスに、幾色かの色ガラスが入り、かわいらしい印象に仕上がりました。","To the white glass, I added glass of various colours, producing a pretty feel.",""
"記載","きさい","き.さい","mention (in a document), record.","ハーブ、レオン・トーマス著、ハーバルライフ社よりという名前を記載してください。","Just make sure that credit is given: from The Herbs, by Leon Thomas, published by Herbal Life.","日記, 記憶, 記事, 記者, 掲載, 連載, 搭載"
"欺く","あざむく","あざむ","to deceive, to delude.","私をあざむこうとしてもむだです。","It is no use trying to deceive me.","詐欺, 欺瞞, 詐欺師, 振り込め詐欺"
"疑惑","ぎわく","ぎ.わく","doubt, misgivings.","この種の事件はよく疑惑を生む。","Events of that type generally arouse suspicion.","疑問, 懐疑, 迷惑, 誘惑, 思惑, 困惑, 容疑者"
"掬う","すくう","すく","to scoop, to ladle out.","","","一掬, 亀掬い, 掬い上げる"
"逆転","ぎゃくてん","ぎゃく.てん","reversal (of a situation), turnaround.","形勢は逆転した。","Now the shoe is on the other foot.","真逆, 逆境, 運転, 逆効果, 自転車, 運転手"
"休める","やすめる","やす","to rest, to suspend.","ちょっと手を休めて気持ちを和らげれば、肩のストレスや緊張感がとれるよ。","If you stop and relax, this will relieve the tension and stress in your shoulders.","休暇, 休憩, 休業, 夏休み"
"宮殿","きゅうでん","きゅう.でん","palace.","宮殿は物々しい警戒ぶりだった。","The palace was heavily guarded.","神宮, 子宮, 殿様, 神殿, 殿下, 宮内庁, 天満宮"
"協会","きょうかい","きょう.かい","association, society.","協会は彼を会長にした。","The society made him president.","協同, 協力, 協議, 妥協, 農協, 会社, 会議, 会場, 出会う"
"協定","きょうてい","きょう.てい","arrangement, pact.","我々の協定を破ったのは君のほうだ。","It's you who has broken our agreement.","協同, 協力, 協議, 妥協, 農協, 予定, 勘定, 安定, 定規"
"強請る","ねだる","ねだ","to beg, to pester.","彼は父にねだってとうとう新車を買ってもらった。","He finally talked his father into buying a new car.","勉強, 強盗, 請求, 申請, 要請, 請願, 力強い"
"怯える","おびえる","おび","to become frightened, to be frightened (of).","その音に赤ん坊はおびえた。","The noise frightened the baby.","卑怯"
"況して","まして","ま","still more, to say nothing of.","それらの星は肉眼で見える、まして望遠鏡ならなおさらである。","You can see the stars with your naked eye, and even better through a telescope.","状況, 不況, 実況, 好況, 状況報告"
"業務","ぎょうむ","ぎょう.む","business, work.","乙が受託業務の実施により得た成果は、甲乙双方に帰属するものとする。","Any result obtained through the execution of the Commissioned Business shall belong to each party hereto.","授業, 工業, 産業, 卒業, 営業, 義務, 公務員, 事務所"
"極めて","きわめて","きわ","exceedingly, extremely.","彼女は行儀が極めて上品である。","She is quite decent in conduct.","極楽, 南極, 北極, 積極的, 消極的"
"駆けっこ","かけっこ","か","(foot) race, sprint.","","","駆使, 駆け足, 駆け引き"
"傾ける","かたむける","かたむ","to incline, to lean.","私は君の言うことには熱心に耳を傾けている。","I am all ears to what you say.","傾向, 傾斜, 傾注"
"形態","けいたい","けい.たい","form, shape.","ジョギングは、運動として、好ましい形態になった。","Jogging has become the favorite form of exercise.","形式, 人形, 図形, 状態, 態度, 事態, 重態, 実態, 長方形"
"劇団","げきだん","げき.だん","troupe, theatrical company.","その劇団は３幕ものの劇を上演した。","The company presented a three-act play.","劇場, 悲劇, 演劇, 喜劇, 集団, 布団, 団扇, 団体, 座布団"
"欠く","かく","か","to chip, to nick.","彼は人間としての感情を欠いていた。","He was devoid of human feeling.","欠陥, 欠乏, 欠席, 不可欠"
"結束","けっそく","けっ.そく","union, unity.","","","結構, 結論, 結婚, 団結, 約束, 拘束, 束縛, 束の間"
"捲る","まくる","まく","to turn up, to roll up (e.g. sleeves).","半角カタカナをインターネット上の色んな所で使えば、いつか顰蹙をかいまくる事になるよ。","If you go around the Internet, using half-width katakana in various places, eventually you're going to end up pissing off a lot of people.",""
"個別","こべつ","こ.べつ","individual, separate.","あらゆる事態を個別に分析する必要がある。","Every situation requires individual analysis.","個人, 個所, 個体, 個性, 個々, 特別, 別荘"
"孤児","こじ","こ.じ","orphan, person without friends.","人々はその孤児を哀れんだ。","People took pity on the orphan.","孤立, 孤独, 孤島, 育児, 児童, 幼児, 乳児, 小児科"
"後退","こうたい","こう.たい","retreat, falling back.","自動車の売れ行きは年度末に後退しました。","Automobile sales suffered a setback at the end of the financial year.","午後, 後者, 退院, 引退"
"御","お","お","honorific/polite/humble prefix, honorific suffix.","あいつはのらりくらりの仕事にお忙しい事だ。","He is busy loafing on the job.",""
"お襁褓","おむつ",".むつ","diaper, nappy.","ピーターは新しいオムツを必要としているのかもしれない。","Peter may need a new diaper.","布御襁褓, 御襁褓気触れ, 生まれぬ先の襁褓さだめ"
"誤魔化す","ごまかす","ご.ま.か","to deceive, to cheat.","そんな手で私の目をごまかそうとしても無駄だ。","You can't fool me with a trick like that.","誤解, 誤差, 悪魔, 邪魔, 魔法, 魔術, 魔力, 文化, 化粧, 化学, 変化, 試行錯誤"
"公","おおやけ","おおやけ","official, governmental.","多くの国が公の場所での喫煙を禁止する法律を通過させている。","Many countries have passed laws to prohibit people from smoking in public places.",""
"向け","むけ","む","intended for ..., oriented towards ...","乗り物は子供向けである。","Rides in the cars are for kids.","傾向, 日向"
"いい加減","いいかげん",".か.げん","irresponsible, perfunctory.","いいかげんな話はやめろ。","Don't give me that!","参加, 増加, 増減, 減少"
"抗争","こうそう","こう.そう","rivalry, feud.","新聞は２党間の抗争を報じた。","The newspaper reported friction between the two parties.","抵抗, 反抗, 抗議, 対抗, 競争, 戦争, 論争"
"攻め","せめ","せ","attack, offence.","彼は来客攻めにあった。","He was besieged by callers.","攻撃, 専攻, 攻勢"
"構える","かまえる","かま","to set up (a house, store, etc.), to build.","彼はジャマイカに住居を構えた。","He took up residence in Jamaica.","結構, 構成, 構造, 機構"
"込める","こめる","こ","to load (a gun, etc.), to charge.","彼はこの銃に弾丸を込めたままにしている。","He keeps this gun loaded.","意気込む, 申し込む, 突っ込む, 飛び込む"
"今更","いまさら","いま.さら","now (when it is already much too late), at this stage.","今更後悔しても無駄だ。","It's no use regretting it now.","今月, 今日, 今朝, 今年, 変更, 夜更かし"
"再","さい","さい","re-, again.","ビザの再発給をお願いしたいのですが。","Could you please issue me a visa again?",""
"再発","さいはつ","さい.はつ","return, relapse.","１９５５年にガンが再発し、彼女は１９５６年に４２歳で亡くなった。","In 1955, the cancer returned and she died in 1956 at the age of 42.","再三, 再建, 発音, 発見, 出発, 発作, 爆発, 再来年, 再来月"
"最早","もはや","も.はや","already, now.","もはや言うことはない。","I have nothing further to say.","最近, 最後, 最初, 早速, 早口, 素早い"
"裁く","さばく","さば","to judge, to try.","誰がこの事件を裁くのでしょうか。","Who is going to try this case?","裁判, 裁縫, 制裁, 独裁"
"在庫","ざいこ","ざい.こ","stock, inventory.","申し訳ありませんが、在庫がありません。","I'm afraid we are out of stock.","現在, 存在, 滞在, 在学, 金庫, 倉庫, 車庫, 文庫, 冷蔵庫"
